"Contains a date column for CalLite-CV's time period and fields with the Element name (using the CalLite-CV convention of name_might_include_underscores.element_subname, even though it's different from Sadie's nomenclature, because I'm hoping that leaving them will be less confusing than changing .'s to _'s and making the names harder to read) for all the CalLite-CV records identified in diversionoverview.csv. That .csv contains the combinations required to calculate fraction diverted for each river, but here's one example: for the Upper-Mid Sacramento DSM reach, cell B4 in the overview csv gives the formula RedBluff.Diversion/(RedBluff.Outflow + RedBluff.Diversion), so for 10/2014 the fraction diverted will be 213.1/(6979 + 213.1) = .0296.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
date,RedBluff.Outflow,RedBluff.Diversion,Thermalito.Outflow,Thermalito.Diversion,DaguerrePt.Outflow,DaguerrePt.Diversion,SacFeather.Outflow,SacFeather.SacFeather_Refuge_Diversion_ch,SacFeather.Diversion,Hst.Outflow,Hst.Diversion,SacAmerican.Outflow,SacAmerican.Diversion,Calaveras_River.Outflow,Calaveras_River.Diversion,Merced_River_3.Outflow,Merced_River_3.Diversion,Ripon.Outflow,Ripon.Diversion,Tuolumne_River_2.Outflow,Tuolumne_River_2.Diversion,Hood.Outflow,Hood.Diversion,RioVista.Outflow,RioVista.Diversion,RioVista.Diversion2,CentralDelta.Outflow,CentralDelta.Diversion,SJR1.Outflow,SJR1.Diversion,SouthDelta.Outflow,SouthDelta.Diversion,SouthDelta.Diversion2
3/1/2036 0:00,11644,88.04,4217,53.51,3572,97.29,23881,8.003,0,2792,50.59,27015,151.4,21.28,14.3,254.2,1.18,431.7,0,437.4,0,27226,0,22895,50.29,41.74,5208,19.15,2088,0,2323,4931,88.07
4/1/2036 0:00,9592,142,1000,115.5,2106,111.9,15883,8.27,0,2759,84.15,18117,786.9,3.271,67.83,188.7,4.58,1689,12.96,625.8,10.37,18263,0,14738,52.78,649.4,3789,297.9,3691,0,4182,1971,1370
5/1/2036 0:00,10606,706.4,2276,2181,2000,1125,11928,24.85,0,794.6,132.1,11041,1906,7.256,119.6,223.2,8.851,1555,40.98,602,22.58,11190,0,8480,26.68,1069,2956,490.4,3606,0,2666,1723,2255
6/1/2036 0:00,14748,1117,4284,3633,1500,1677,14678,37.87,0,1634,184.3,14248,2415,12.25,128.1,177.1,13.73,463.9,47.64,186.7,23.33,14428,0,11365,80.77,1267,3022,581.3,2273,0,-3332,6062,2673
7/1/2036 0:00,12137,933.3,7148,0,700,1271,15698,40.44,0,1697,215.2,15322,2386,11.92,138.1,124.6,15.42,353.5,69.65,169,25.09,15492,0,8218,0,1644,6936,754.4,2201,0,4314,1463,3469
8/1/2036 0:00,8438,822.2,1471,0,600,1008,7200,41.7,0,874.9,207,6543,1919,13.32,112.3,109.3,13.54,411.3,46.07,217.9,20.07,6734,0,2672,0,1284,4378,589.1,3105,0,3459,1454,2709
9/1/2036 0:00,5562,348.4,1492,0,500,245.3,7319,71.82,0,821.1,186,7505,1019,12.28,65.06,83.25,0,339.1,33.7,200.4,12.96,7703,0,3551,0,954.9,4891,438.1,2702,0,4510,1190,2015
10/1/2036 0:00,5270,77.47,1556,0,500,298.3,11142,74.14,0,850.1,67.24,11903,500.3,16.22,18.53,248.5,0,860.9,3.651,298.5,5.018,12124,0,8668,114.1,180.1,4329,82.62,3204,0,-2891,10148,379.9
11/1/2036 0:00,4264,43.8,1528,0,813.3,105,7898,63.55,0,516.6,63.86,8441,226.4,67.54,3.9,187.7,0.437,267.2,0,276.2,0,8620,0,5481,0,208.5,3492,95.68,2672,0,4707,1069,440
12/1/2036 0:00,4149,38.17,1537,0,717.9,107.1,8904,30.75,0,527,57.96,9427,176,11.69,4.57,179.6,0.3791,387.9,0,255.7,0,9573,0,7714,0,54.44,2229,24.98,1495,0,2439,1217,114.9
1/1/2037 0:00,4959,40.04,1700,82.88,1175,110,11149,16.43,0,529.1,60.24,11684,186.1,4.791,5.41,181.2,0.7781,304.7,0,266.1,0,11829,0,9496,43.69,91.43,2532,41.95,1237,0,-2566,6172,192.9
2/1/2037 0:00,7142,39.8,1700,79.84,1030,96.97,12600,15.86,0,994.8,75.76,13475,417.7,10.92,6.296,178,1.559,1358,0,258.2,0,13646,0,10810,48.39,397.4,2836,182.3,2464,0,871.8,3630,838.4
3/1/2037 0:00,5758,79.8,1700,67.72,1355,109.1,15351,8.424,0,2202,49.69,17847,209.1,36.47,14.3,239.7,2.863,262.4,0,291.4,0,18072,0,15169,48.15,37.17,3709,17.05,3059,0,1436,5324,78.42
4/1/2037 0:00,8504,34.06,1000,41.95,3573,101.8,24292,8.705,0,1670,50.76,26455,149.3,3.864,24,169.8,2.936,1057,0,823.4,2.593,26669,0,22776,51.72,43.38,5991,19.9,5249,0,8374,2830,91.51
5/1/2037 0:00,10056,352.3,4213,1062,2133,576.3,19858,21.06,0,2754,73.63,21742,1291,3.116,111.3,216.5,6.139,1055,31.38,763.5,20.07,21925,0,17564,118.1,767,5415,351.9,3176,0,5239,1786,1618
6/1/2037 0:00,11092,1375,5691,3762,3497,1926,16448,40.04,0,2689,149.6,17160,2259,7.852,128.1,195.6,11.16,1537,40.42,179.2,23.33,17315,0,13991,150.8,749.3,3480,343.8,2889,0,-1569,6449,1581
7/1/2037 0:00,12700,1287,10453,2672,967.7,1413,19717,32.01,0,2629,254,20162,2469,8.365,138.1,167.3,15.99,422,50.84,184.1,25.09,20319,0,11135,109.2,1743,8430,799.8,2044,0,-4787,11662,3678
8/1/2037 0:00,11211,1079,7139,0,600,1096,15365,44.23,0,2284,214.3,16169,1875,15.55,112.3,135.3,13.52,381.6,48.85,208.2,20.07,16355,0,9461,0,1269,7207,582.4,2990,0,6298,1365,2678
9/1/2037 0:00,7385,329.4,1000,497.5,500,245.5,9679,73.12,0,1849,188.8,10944,966.4,12.5,65.06,70.43,0,340.3,30.22,204.9,12.96,11134,0,5871,153.5,809.4,5669,371.4,2788,0,-2308,9177,1708
10/1/2037 0:00,6300,223.4,1494,0,500,264.1,8112,72.03,0,3353,100.1,11451,244.5,7.449,18.53,245,0,685.1,4.386,311.1,2.509,11612,0,8103,143.9,212.6,4132,97.54,2730,0,-2962,9462,448.5
11/1/2037 0:00,4669,70.16,5866,171.6,642.9,91.63,11774,62.24,0,1729,81.67,13399,223.6,466.1,3.9,169.7,0.5126,249,0,269.1,0,13528,0,9324,111,63.19,4501,28.99,1994,0,-3735,10143,133.3
12/1/2037 0:00,4599,65.03,1566,0,688.2,92.23,11545,29.91,0,1735,44.49,13728,136.8,134.5,4.57,175.9,0.305,259.3,0,354.7,0,14008,0,11667,89.09,29.63,3281,13.59,2235,0,-2388,7889,62.51
1/1/2038 0:00,4350,44.18,1520,0,718.9,92.01,8343,16.01,0,1442,44.5,10008,136.8,35.54,5.41,176.2,0.3194,365.6,0,303.9,0,10205,0,8138,43.69,30.64,2455,14.06,1572,0,-2307,6315,64.65
2/1/2038 0:00,4471,45.3,1544,0,983.7,83.25,10211,15.39,0,1194,44.8,11667,138.1,12.87,6.296,179.3,1.261,1101,0,278.7,0,11862,0,9578,48.39,31.39,2659,14.4,2452,0,-611.5,5707,66.22
3/1/2038 0:00,14914,29.65,1686,0,2909,45.89,32356,8.424,0,3984,44.49,37208,127.4,100.1,14.3,240.2,2.438,256.9,0,339.4,0,37516,0,32643,50.29,29.91,7522,13.72,3450,0,5980,4996,63.1
4/1/2038 0:00,9807,119.9,1000,80.67,2939,52.51,15901,8.27,0,8608,76.23,24109,697.7,3.371,40.78,160.7,6.423,1042,0,667.4,2.593,24250,0,20016,52.78,376.5,4944,172.8,4177,0,4084,4293,794.4
5/1/2038 0:00,11936,554.7,3620,1788,2040,453.7,15824,20.64,0,3286,152.6,17702,1620,4.85,119.6,215.2,9.349,1046,40.05,614.7,17.56,17841,0,14148,26.67,964.5,3741,442.5,3349,0,1756,3363,2035
6/1/2038 0:00,15220,1104,2714,4436,1500,947.5,12100,38.74,0,3851,218,13365,2884,10.76,128.1,186.7,12.67,1358,66.68,173.2,23.33,13525,0,10128,80.87,1554,3145,712.8,2944,0,-260.5,3172,3278
7/1/2038 0:00,10951,855.9,1464,0,1071,578.9,9487,41.7,0,1389,242.3,8806,2415,14.53,138.1,160.5,16.2,342.2,54.42,176.8,25.09,8978,0,3731,0,1645,5057,754.7,2316,0,2398,1631,3470
8/1/2038 0:00,8523,746.2,1459,0,600,512.3,6856,42.96,0,798.9,203.5,6198,1822,16.07,112.3,125.6,12.04,367.8,44.24,189.4,20.07,6380,0,2410,0,1238,4256,568.1,2944,0,3189,1537,2612
9/1/2038 0:00,5750,356.3,1491,0,516.2,190.1,7688,71.82,0,885.9,188.1,7842,1088,11.93,65.06,65.02,0,322.1,33.7,182.9,12.96,8028,0,3615,0,1016,4999,466.3,2437,0,4068,1340,2144
10/1/2038 0:00,10081,130.1,1489,0,647.1,52.92,11388,71.61,0,1406,109.3,12274,710,8.277,18.53,243.5,0,697.8,4.056,309,5.018,12422,0,8869,114,252.5,4291,115.9,2622,0,-3471,9950,532.7
11/1/2038 0:00,3892,46.61,1521,0,679.7,46.93,7219,61.37,0,500,84.1,7668,249,222.7,3.9,161.3,0.4532,230.5,0,258.4,0,7834,0,4969,88.55,80.17,3307,36.78,2585,0,-1127,6901,169.1
12/1/2038 0:00,3757,38.02,1700,74.07,678.2,47.52,7102,29.91,0,500.4,67.18,7651,157.5,11.99,4.57,161.8,0.3303,416.4,0,267,0,7810,0,6057,67.26,34.02,2029,15.61,1462,0,-2566,6022,71.77
1/1/2039 0:00,5246,35.6,1700,54.22,736.4,46.69,14603,16.01,0,525.1,47.96,15701,134,403.9,5.41,175.4,0.3058,359.6,0,389.5,0,16015,0,13267,43.69,30.14,3813,13.83,2765,0,-68.37,6647,63.58
2/1/2039 0:00,7719,33.45,1700,57.51,2846,42.17,23018,15.39,0,7972,45.16,31959,134,426,6.296,174.8,1.213,939.6,0,373.1,0,32273,0,27943,50.02,30.14,6743,13.83,3519,0,4346,5927,63.58
3/1/2039 0:00,8237,33.46,1700,42.14,5554,93.38,22572,8.424,0,4856,48.76,27834,140.6,410.2,14.3,236.5,3.155,958.6,0,287.2,0,28011,0,23551,50.29,38.95,6044,17.87,2930,0,3761,5183,82.19
4/1/2039 0:00,5323,97.73,5377,110.2,5428,103.5,18605,8.705,0,7985,82.65,26493,421.8,3.429,46.96,157.1,5.033,1041,7.691,1220,10.16,26639,0,22671,60.34,225,5421,103.2,3415,0,6457,1952,474.6
5/1/2039 0:00,8907,464.9,7428,2208,3509,1092,17423,20.64,0,3735,172.2,19671,1686,4.689,119.6,205.3,9.591,1042,44.08,1113,22.58,19797,0,15673,71.54,969.6,4278,444.9,3724,0,3886,2123,2046
6/1/2039 0:00,11931,721,6564,4172,2292,1795,14847,38.74,0,4825,210.5,17345,2631,11.27,128.1,183.7,12.7,846.1,44.79,174.3,23.33,17505,0,13761,79.79,1385,3451,635.4,2561,0,-3046,6237,2922
7/1/2039 0:00,12359,809.1,4489,2914,700,1310,12111,30.75,0,3657,212.4,13240,2831,12.21,138.1,155.9,13.35,336.8,72.76,169.8,25.09,13404,0,6205,94.96,2082,6656,955.1,2266,0,382.8,4263,4392
8/1/2039 0:00,7469,571.8,1649,1962,600,937.7,7294,54.34,0,1311,204.9,7047,1968,19,112.3,113.4,15.07,374.4,57.71,198,20.07,7244,0,3145,101.6,1249,4699,572.9,3060,0,1219,4070,2634
9/1/2039 0:00,5454,291.8,1056,692.2,500,380.7,6699,72.69,0,1108,182.3,7182,949.9,11.74,65.06,78.2,0,325.7,32.35,186.5,12.96,7371,0,3227,140.6,833.8,4610,382.6,2756,0,343.7,5381,1759
10/1/2039 0:00,4564,35.89,1700,211.1,626.2,96.88,9971,71.61,0,500,140,10480,327.9,26.23,18.53,245,0,695.4,4.086,333.2,5.018,10680,0,7399,126.9,224.3,4095,102.9,3082,0,-2274,9070,473.3
11/1/2039 0:00,6400,31.35,1700,162.1,5473,90.8,18941,63.11,0,21213,57.63,41048,131.2,1426,3.9,162.4,0.3449,284.7,0,411.8,0,41414,0,35525,96.86,30.65,10468,14.06,5541,0,4634,11394,64.66
12/1/2039 0:00,8846,29.93,1700,65.46,11037,93.82,33652,31.59,0,14652,50.61,49632,131.2,1576,4.57,171.8,0.3141,275.1,0,417.1,0,50017,0,43621,71.69,30.65,15095,14.06,8231,0,13162,10199,64.66
1/1/2040 0:00,9823,29.93,12807,54.62,7717,93.82,43855,16.01,0,4876,45.83,49606,131.2,1317,5.41,2973,0.3109,281.8,0,347.6,0,49862,0,44913,99.05,30.65,13570,14.06,9469,0,13749,9324,64.66
2/1/2040 0:00,11913,28.9,7938,55.92,3360,84.74,32563,14.86,0,3177,44.25,36330,126.6,486.9,6.079,1647,1.172,282.6,0,3908,0,36535,0,31330,108.9,29.59,7881,13.58,8359,0,7795,8486,62.43
3/1/2040 0:00,17913,118.8,8230,61.5,4413,97.2,34493,8.424,0,2771,61.8,37485,194.3,154.5,22.08,394.2,2.951,254.5,0,3128,2.509,37636,0,31832,103.9,47.45,7600,21.77,5858,0,6054,7376,100.1
4/1/2040 0:00,9847,204.5,6102,110.5,4894,109.4,23104,10.88,0,2763,79.6,25673,494.1,3.482,92.07,169.1,3.899,1678,7.7,2593,12.25,25814,0,21347,136.3,363.7,5313,166.9,8416,0,10778,2242,767.3
5/1/2040 0:00,8966,980.6,2127,2197,2033,1078,12123,25.27,0,2699,116.5,13482,1601,6.225,137.9,216.8,8.949,1527,37.53,1099,22.58,13627,0,10559,141,733.4,3290,336.5,3931,0,3984,1761,1547
6/1/2040 0:00,14048,1869,4787,4090,1889,1780,14693,30.47,0,3305,191.3,15531,2746,8.446,158.5,194,11.8,1227,48.58,371.7,20.74,15692,0,12032,117.5,1378,3214,632.4,3092,0,-3027,6514,2908
7/1/2040 0:00,15754,1435,9397,2725,719.6,1223,21824,30.75,0,3760,240.9,23295,2621,12.89,170.9,161,17.74,356.9,71.53,373.1,25.09,23466,0,13493,113.3,1918,9606,880,2694,0,-3433,11805,4047
8/1/2040 0:00,10045,1175,3844,2264,500,1054,10850,51.39,0,1550,200.4,10901,1904,17.98,151.7,160.8,12.19,398.5,47.83,456.4,20.07,11093,0,5737,113,1264,5708,579.8,3749,0,-851.6,7799,2666
9/1/2040 0:00,6638,520.1,3907,719.7,500,383.6,10717,73.99,0,1130,185.1,11225,996.2,12.85,107,73.48,0,343.7,32.15,392.1,12.96,11416,0,5923,156.9,957.5,5817,439.3,2929,0,-2254,9100,2020
10/1/2040 0:00,5285,162.1,1700,246.8,635.8,108.2,9317,72.45,0,1192,87.24,10574,232,7.598,26.78,250.1,0,844.9,0,529.2,0,10755,0,7652,149.8,56.08,4109,25.73,3361,0,-1818,9269,118.3
11/1/2040 0:00,5701,46.34,1700,160.6,1503,95.8,14943,61.37,0,2770,46.77,18094,154.9,383.6,4.175,184.2,0.3691,256.4,0,459.1,0,18351,0,13262,116.4,39.58,6683,18.16,3698,0,-1008,11359,83.51
12/1/2040 0:00,9547,41.26,1700,65.91,4245,98.92,26805,31.17,0,3426,46.34,30960,143.4,593.8,4.57,195.7,0.3156,275.5,0,544,0,31299,0,27424,97.01,31.1,7708,14.27,3989,0,2559,9159,65.61
1/1/2041 0:00,28971,41.26,15774,55.07,10321,98.92,65504,16.01,13496,6365,46.34,73132,143.4,2332,5.41,3085,0.3156,343.2,0,6064,0,73718,0,84090,96.07,31.1,17208,14.27,16034,0,22141,11199,65.61
2/1/2041 0:00,23546,41.26,23491,58.36,11295,89.35,63882,15.86,6975,11668,46.34,73471,143.4,1078,6.296,1876,0.3156,2446,0,6791,0,73702,0,74647,109.7,31.1,16322,14.27,14841,0,18628,12614,65.61
3/1/2041 0:00,20333,49.06,13810,42.98,5935,88.94,49827,8.424,0,4340,46.34,54967,148.8,846.4,14.3,831.8,0.3156,2060,0,5839,0,55232,0,48233,104.7,36.18,10741,16.6,14277,0,14107,10952,76.33
4/1/2041 0:00,13914,207.4,11959,75.38,9193,94.46,38290,10.88,0,22773,65.61,61169,349.7,3.527,48.66,10604,2.618,3556,6.51,8861,6.648,61343,0,52271,143.5,212.2,14298,97.38,33776,0,39119,8604,447.8
5/1/2041 0:00,8312,1557,10475,2248,6031,1027,23376,25.69,0,5149,102.9,26998,1781,4.787,119.6,3440,6.68,2291,38.12,3918,20.07,27137,0,22026,148.6,898.5,6698,412.3,18372,0,18557,4693,1896
6/1/2041 0:00,13369,2171,4734,3413,3261,1409,17619,39.17,0,3103,128,18537,2528,10.03,128.1,221,12.89,1207,46.93,2438,23.33,18716,0,14791,126,1356,5219,622.3,7968,0,1759,8674,2862
7/1/2041 0:00,11528,2105,11141,3026,1322,1304,19553,31.17,0,1661,164.9,19357,2238,13.34,138.1,388.3,16.63,1697,66.32,406.9,25.09,19533,0,11132,121.5,1475,8206,676.6,5026,0,-1568,11811,3111
8/1/2041 0:00,9729,1648,6879,1984,600,753.3,14283,42.96,0,1730,183.1,14457,1939,13.04,112.3,1112,11.06,744.2,48.61,448.8,20.07,14644,0,7888,121.2,1391,6726,638.1,4973,0,-2820,11718,2934
9/1/2041 0:00,7487,727.6,1000,986.4,500,442.5,8612,73.56,0,2089,124.9,10123,1016,15.31,65.06,646,9.352,1285,31.11,428.5,10.37,10329,0,5399,165,786.8,5472,361,4845,0,-1318,10107,1660
10/1/2041 0:00,6610,417,5590,317.8,500,286.5,12512,70.77,0,1315,132.2,13171,862.1,6.605,25.88,238,1.891,928.5,0,1779,0,13326,0,9048,157.6,603.1,4511,276.7,4484,0,-3723,11533,1273
11/1/2041 0:00,4662,70.76,5098,169.5,669.3,91.01,13562,60.07,0,2516,59.5,16244,209.6,743,15.29,207.7,0.4201,385.7,0,477.4,0,16454,0,12002,121.7,60.93,5365,27.96,4054,0,-2086,11468,128.6
12/1/2041 0:00,9193,49.38,5095,64.55,756,91.97,31405,29.49,0,1861,46.86,34302,150,391.5,4.57,212.8,0.3511,412.3,0,1409,0,34782,0,31579,101,31.55,6656,14.48,5090,0,2059,9711,66.56
1/1/2042 0:00,48267,49.38,8108,53.7,8377,91.97,66740,16.43,18381,13485,46.86,74024,150,666.5,5.41,901.8,0.3203,440.4,0,5072,0,74317,0,91905,90.23,31.55,13198,14.48,8669,0,13409,8477,66.56
2/1/2042 0:00,7339,54.12,3212,59.24,1960,83.46,16917,15.39,0,1479,55.01,18623,173.4,138.6,6.296,1374,1.419,438.3,0,2895,0,18792,0,15641,109.4,40.08,3973,18.39,6192,0,2620,7526,84.56
3/1/2042 0:00,15793,121.2,7680,62.77,3082,105.9,30117,8.003,0,1867,63.81,32075,294.1,57.7,14.3,253,2.614,503.5,0,3896,2.509,32249,0,27067,102.6,176.3,5703,80.91,6487,0,4149,7716,372
4/1/2042 0:00,11963,177,6441,91.42,2443,110.2,25730,10.45,0,2805,64.65,28764,327.1,4.907,62.52,199.8,2.73,1704,7.375,1831,10.01,28985,0,24370,136.2,210.2,5437,96.43,6649,0,10127,1581,443.4
5/1/2042 0:00,7113,627.3,5383,1130,2000,697.6,16183,24.85,0,1508,95.3,16752,1232,4.928,119.6,235,7.204,1542,15.99,1650,20.07,16900,0,13412,144.5,620.4,3998,284.6,5026,0,6071,1704,1309
6/1/2042 0:00,9634,1253,2102,3443,6010,1495,15597,38.3,0,2804,109.5,16110,2598,7.409,128.1,212.6,11.84,950.1,60.42,212.7,23.33,16274,0,12481,166,1278,3423,586.5,2746,0,-2824,6380,2697
7/1/2042 0:00,13833,1855,11592,3371,2286,1594,21352,39.17,0,2751,166.7,22139,2334,12.21,138.1,187.4,14.23,357.9,50.54,210.4,22.58,22321,0,13146,117.4,1399,8949,642.1,2526,0,-3186,11822,2952
8/1/2042 0:00,9230,1139,8261,1934,600,997.3,15979,42.12,0,1411,182.2,15925,1861,13.08,112.3,161.4,13.96,403.5,48.69,266.9,20.07,16118,0,8923,117,1373,7123,630.2,3196,0,-3918,11466,2898
9/1/2042 0:00,6490,582.9,1166,828.7,500,467.8,8290,73.56,0,1211,119.2,8935,1020,12.62,65.06,73.72,0,361.6,33.7,241.2,12.96,9149,0,4641,160.9,674.7,5094,309.6,3089,0,-1212,8101,1423
10/1/2042 0:00,4981,209.3,5486,309,500,313.4,11441,70.77,0,1173,134.8,12103,731.2,7.655,18.53,244.8,0,862.9,6.464,362.9,2.509,12264,0,8300,153.7,540.7,4312,248.1,2987,0,-3936,10174,1141
11/1/2042 0:00,7140,69.73,4993,184,699.8,102.7,16196,60.5,0,1670,60.01,18061,203.3,544,6.228,207.4,0.4469,264.5,0,317.4,0,18275,0,13382,119,64.61,5822,29.64,3751,0,-1967,11487,136.3
12/1/2042 0:00,7457,52.5,4990,80.17,897.1,105.5,15434,29.49,0,1749,60.19,17231,187,23.42,4.57,188.2,0.3969,266.4,0,300.1,0,17388,0,14325,98.95,41.84,3377,19.2,1551,0,-3443,8320,88.28
1/1/2043 0:00,21545,42.62,4987,55.96,1064,102.8,36173,20.64,0,1467,47.38,38142,144,125.9,5.41,204.3,0.334,304.7,0,406.9,0,38428,0,32744,53.32,34.02,6788,15.61,2616,0,3792,5586,71.77
2/1/2043 0:00,22232,43.31,4988,59.25,2217,92.89,39480,15.39,0,4531,47.37,44750,143.9,137.7,6.296,201.4,0.3976,310.1,0,393.2,2.778,45068,0,39532,64.77,32.79,7982,15.04,2773,0,5094,5652,69.18
3/1/2043 0:00,20013,45.76,5377,42.94,4354,102.8,38753,8.003,0,3105,47.4,42406,146.3,66.43,20.55,249.3,2.296,266.6,2.412,323.1,4.278,42643,0,37392,83.27,37.55,7865,17.23,2970,0,4918,5894,79.22
4/1/2043 0:00,13957,165.5,10002,69.33,5220,108.3,34096,10.45,0,4227,68.69,38500,344,3.631,62.47,189.1,2.419,1692,7.792,899.5,7.902,38700,0,32882,136.3,219.9,7175,100.9,7710,0,12302,2175,464
5/1/2043 0:00,11697,1172,5637,2182,1573,1159,17140,24.85,0,3292,103.3,18992,1695,4.887,150.6,225,11.67,1531,37.41,804.3,22.58,19131,0,15221,98.06,873.3,3743,400.7,3574,0,3806,1725,1842
6/1/2043 0:00,13289,1694,5434,3624,1547,1558,15227,30.03,0,2403,152.6,15292,2663,10.13,158.5,212.1,13.35,459.6,47.28,217.6,20.74,15465,0,11945,117.5,1417,3976,650.2,2483,0,-2622,6189,2990
7/1/2043 0:00,16091,1645,9767,2707,657.9,1303,21604,30.33,0,2305,197.4,22056,2241,13.67,170.9,182.1,15.17,364.6,67.97,214.5,25.09,22233,0,12911,113.3,1680,8919,770.7,2692,0,-3623,11811,3544
8/1/2043 0:00,8387,1018,7959,1795,500,928.4,15446,50.55,0,1464,196.7,15430,1869,15.48,151.7,143.8,12.49,393,44.04,231.1,20.07,15615,0,8966,112.9,1274,6980,584.6,3219,0,-4050,11704,2688
9/1/2043 0:00,6014,513.3,2225,436.2,500,308.4,9054,77.48,0,1214,139.4,9810,857.3,13.15,107,70.66,0,330.6,33.7,203.7,12.96,10006,0,5333,156.8,610,5311,279.9,2702,0,-1750,8597,1287
10/1/2043 0:00,5698,210.8,6099,327.8,500,283,12435,73.29,0,1190,157.8,12931,872.4,6.535,26.2,242.1,0,850.5,0,348.8,0,13075,0,8843,149.8,596.6,4410,273.7,2783,0,-4430,10438,1259
11/1/2043 0:00,5165,75.89,1427,185.1,675.2,100.7,14782,63.11,0,1426,53.43,16579,170.1,230.9,4.175,186.9,0.876,282.3,0,358.6,0,16844,0,12469,116.4,43.41,5603,19.92,3833,0,-2032,11468,91.59
12/1/2043 0:00,6189,44.55,5604,67.24,733.1,101.6,19392,32.43,0,1504,47.88,21512,148.3,179.7,4.57,189.8,0.6566,274.1,0,392.7,0,21845,0,18942,96.98,32.45,4487,14.89,2620,0,-1578,8677,68.47
1/1/2044 0:00,6181,44.55,1510,56.4,1249,101.6,14431,17.69,0,1250,47.88,16210,148.3,212.3,5.41,212.7,0.3296,301.9,0,400.2,0,16498,0,13692,44.39,32.45,3712,14.89,2816,0,850.3,5689,68.47
2/1/2044 0:00,5712,48.59,5602,58.36,1662,91.9,16786,14.86,0,1041,46.23,18275,143.2,64.13,6.079,198.6,0.3183,564.2,0,349.2,2.6,18510,0,15399,47.51,31.37,4183,14.39,2894,0,1263,5829,66.18
3/1/2044 0:00,9146,109.5,1478,73.28,1804,106.9,15044,8.003,0,2778,71.88,17801,320.2,3.214,14.3,241.3,1.393,257.7,0,289,5.018,17945,0,14690,50.29,179.7,4063,82.46,2466,0,1061,5142,379.2
4/1/2044 0:00,9104,68.92,1000,81.75,1793,103.6,15289,8.705,0,2509,66.49,17964,231.1,5.04,39.55,182.9,3.35,1070,7.083,682.3,8.868,18146,0,15940,52.78,76.57,3877,35.13,4597,0,6024,2354,161.6
5/1/2044 0:00,9142,813.4,1000,1887,1284,1009,9284,21.06,0,3219,101.4,11047,1701,3.551,150.6,211.8,7.986,1061,37.56,608.7,15.05,11190,0,8276,69.54,867.1,2820,397.8,3453,0,2551,1940,1829
6/1/2044 0:00,13278,1406,7171,0,1649,1846,15870,30.9,0,4911,161.8,18446,2652,10.28,158.5,188.1,12.14,1129,45.17,208.9,23.33,18620,0,14967,0,1261,3568,578.7,3020,0,2629,1396,2661
7/1/2044 0:00,15734,1101,1464,0,645.3,1162,14222,31.59,0,2637,201.9,15112,2091,12.33,170.9,169.5,14.9,361.2,50.67,209.4,25.09,15290,0,8236,0,1520,6806,697.3,2569,0,4654,1626,3206
8/1/2044 0:00,16307,1031,1457,0,500,1135,13924,55.18,0,2759,226,14718,2318,13.09,151.7,130.6,12.2,389.5,49.79,226.2,20.07,14898,0,8182,0,1449,6731,664.6,2987,0,5158,1637,3056
9/1/2044 0:00,5054,389.4,1498,0,560.5,144,8405,70.51,0,1141,155.5,9408,609.7,13.86,107,68.54,0,351.2,33.7,228.5,12.96,9639,0,5223,0,812.9,5214,373,2888,0,5274,1246,1715
10/1/2044 0:00,10356,192.4,1486,0,500,291.8,11645,72.45,0,1405,122.3,12602,632.2,8.159,26.78,246.1,0,712.5,5.018,282.5,2.509,12741,0,8746,114.2,371.4,4451,170.4,2744,0,-3976,10474,783.6
11/1/2044 0:00,4433,52.74,1700,158.5,661.1,102,10465,56.58,0,531.6,61.7,11070,204.9,9.34,4.175,180.5,0.4169,250.2,0,261,0,11251,0,7733,88.71,65.52,4169,30.06,2520,0,-2751,9366,138.2
12/1/2044 0:00,15773,39.04,1700,67.69,8673,104,48035,30.75,0,10040,48.78,60713,150.3,2194,4.57,805.6,0.3343,370.6,0,730.1,0,61521,0,56455,67.34,33.07,16615,15.17,11319,0,16929,11061,69.77
1/1/2045 0:00,43990,39.04,35917,56.85,20464,104,76297,16.85,56140,23277,48.39,76638,145.7,2580,5.41,9110,0.3343,908.9,0,1278,0,77155,0,153591,99.07,32.91,22155,15.1,24370,0,33399,13214,69.43
2/1/2045 0:00,40155,39.04,20011,60.14,4630,93.98,65923,15.86,15017,2484,48.39,69359,145.7,1050,6.296,1905,0.3343,1883,0,6516,2.73,69681,0,79425,113.2,32.91,12129,15.1,15905,0,15034,13068,69.43
3/1/2045 0:00,19947,151.5,12953,58.42,5775,106.3,44102,8.424,0,5462,61.47,49768,194.5,168.3,14.3,1970,2.189,1743,2.81,4704,2.509,49930,0,43399,108.2,44.76,9475,20.54,12667,0,10179,11945,94.44
4/1/2045 0:00,12195,162.6,9929,96.25,3158,112.5,28681,10.88,0,5654,73.41,34385,364.7,3.731,62.85,617.3,1.249,2539,7.291,4259,5.624,34574,0,29083,149.1,214.4,7665,98.39,13195,0,16961,3512,452.4
5/1/2045 0:00,6767,1370,6181,1836,7539,1004,22515,25.69,0,5907,95.93,27013,1726,5.135,150.6,3091,6.399,2311,36.59,2023,20.07,27181,0,22089,154.5,895.3,7139,410.8,10100,0,12806,2612,1889
