A,,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM
260,31May1943,15.206,0.0000,4825.0,4808.1,4794.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4750.5,4478.9,3559.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3559.2,3559.2,3539.1,3539.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.5,3500.5,3500.5,3271.6,3759.5,3759.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3753.4,3621.4,3618.4,3618.4,271.56,127.18,110.05,73.56,2257.6,1360.8,2257.6,2021.5,1977.6,1973.5,1964.9,1854.2,1847.4,1726.9,1657.9,850.8,737.3,690.4,668.0,665.6,1360.8,1357.6,1357.6,1341.5,1337.4,156.82,447.34,1750,2955.6,124.9,2352.5,1840.0,0.0,0.0,0.0,999.4,706.4,0.0,0.0,0.0,706.4,0.0,0.0,0.0,0.0,0.0,0.0,1750,1750,1750,0.0,0.0,0.0,0.0
261,30Jun1943,23.713,0.0000,6080.9,6063.4,5818.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5673.6,5341.2,3373.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3373.6,3373.6,3348.6,3348.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3332.2,3332.2,3332.2,3070.7,3558.1,3558.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3550.5,3378.9,3375.1,3375.1,332.41,131.45,113.74,76.04,2102.8,1272.3,2102.8,1858.9,1812.8,1808.8,1798.1,1682.6,1674.2,1547.5,1476.1,843.9,719.1,670.7,647.5,644.5,1272.3,1268.3,1268.3,1252.3,1247.2,153.91,399.84,1750,2408.6,134.6,1769.6,1187.9,0.0,0.0,0.0,481.2,303.7,0.0,0.0,0.0,303.7,0.0,0.0,0.0,0.0,0.0,0.0,1750,1750,1750,0.0,0.0,0.0,0.0
262,31Jul1943,26.265,0.0000,6699.7,6683.0,6446.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6313.5,5955.5,4171.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4171.7,4171.7,4143.8,4143.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4143.8,4143.8,4143.8,3866.3,3866.3,3866.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3857.9,3691.3,3687.1,3687.1,357.99,127.18,110.04,73.59,2392.3,1294.8,2392.3,2156.2,2120.9,2117.0,2105.0,1992.7,1983.3,1856.3,1787.3,912.4,756.4,709.5,687.1,683.8,1294.8,1290.3,1290.3,1266.7,1261.0,148.91,379.02,5000,2527.6,144.6,1843.7,1246.7,0.0,0.0,0.0,473.7,281.1,0.0,0.0,0.0,281.1,0.0,0.0,0.0,0.0,0.0,0.0,5000,5000,5000,0.0,0.0,0.0,0.0
263,31Aug1943,21.855,0.0000,6833.3,6816.5,6579.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6447.1,6113.1,4058.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4058.3,4058.3,4035.2,4035.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4035.2,4035.2,4035.2,3818.4,3818.4,3818.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3811.5,3675.5,3672.0,3672.0,333.97,127.18,110.04,73.59,2388.0,1284.0,2388.0,2151.9,2118.8,2114.9,2105.0,1993.6,1985.8,1612.0,1543.0,984.5,828.5,781.6,756.4,753.7,1284.0,1280.3,1280.3,1258.4,1253.7,148.91,457.27,1750,2216.5,118.8,1617.5,1092.0,0.0,0.0,0.0,423.7,256.8,0.0,0.0,0.0,256.8,0.0,0.0,0.0,0.0,0.0,0.0,1750,1750,1750,0.0,0.0,0.0,0.0
264,30Sep1943,8.571,0.0000,5869.7,5852.4,5774.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5680.3,5422.9,4250.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4250.1,4250.1,4227.1,4227.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4178.1,4178.1,4178.1,4012.6,4012.6,4012.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.6,3890.4,3886.9,3886.9,257.42,131.46,113.75,76.08,2393.5,1493.4,2393.5,2149.5,2119.0,2114.8,2105.0,1972.6,1964.9,1692.8,1621.5,906.6,760.2,711.7,685.7,683.0,1493.4,1489.7,1489.7,1471.6,1467.0,153.81,367.48,2868,1242.7,71.6,896.7,609.5,0.0,0.0,0.0,228.0,133.1,0.0,0.0,0.0,133.1,0.0,0.0,0.0,0.0,0.0,0.0,1533,2868,2868,0.0,0.0,0.0,0.0
265,31Oct1943,5.253,0.0000,4543.8,4526.9,4464.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4410.8,4217.3,3305.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3305.7,3305.7,3290.5,3290.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3265.9,3265.9,3265.9,3181.0,3181.0,3181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3176.4,3119.4,3117.1,3117.1,193.47,129.99,112.91,76.72,1793.7,1323.4,1793.7,1533.8,1508.1,1505.2,1498.7,1375.1,1370.0,1126.7,1057.7,980.6,839.0,792.1,766.9,765.1,1323.4,1321.0,1321.0,1309.3,1306.2,103.93,484.32,1500,440.8,25.0,310.7,212.4,0.0,0.0,0.0,82.7,50.1,0.0,0.0,0.0,50.1,0.0,0.0,0.0,0.0,0.0,0.0,1500,1500,1500,0.0,0.0,0.0,0.0
266,30Nov1943,3.857,0.0000,2395.4,2378.0,2278.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2263.7,2134.6,1981.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1981.3,1981.3,1969.2,637.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,599.2,599.2,599.2,526.9,526.9,526.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523.3,483.6,481.7,481.7,129.11,125.42,107.77,76.38,438.6,43.2,438.6,438.6,413.9,411.2,406.0,279.3,275.2,282.6,211.3,211.3,79.5,31.0,4.9,3.5,43.2,41.2,41.2,2.4,0.0,84.70,3.48,1695,118.9,3.9,75.1,53.7,0.0,0.0,0.0,20.4,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1695,1695,1695,0.0,0.0,0.0,0.0
267,31Dec1943,3.945,0.0000,4057.2,4040.5,3872.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3766.6,3647.7,3563.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3563.8,3563.8,3555.2,3555.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3518.3,3518.3,3518.3,3473.8,3473.8,3473.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3471.2,3447.4,3446.1,3446.1,118.82,111.68,94.60,63.90,1983.4,1462.7,1983.4,1983.4,1963.9,1961.8,1958.1,1835.8,1832.9,1336.7,1267.7,176.3,63.2,28.8,3.5,2.5,1462.7,1461.3,1461.3,1443.8,1442.1,47.05,2.45,1762,75.5,23.2,52.3,36.2,0.0,0.0,0.0,12.7,6.9,0.0,0.0,0.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,1762,1762,1762,0.0,0.0,0.0,0.0
268,31Jan1944,5.096,0.0000,221.5,221.5,221.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.5,213.7,190.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.2,190.2,182.1,182.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.1,182.1,182.1,181.3,181.3,181.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.9,176.2,175.0,175.0,7.78,7.78,5.15,0.45,66.2,108.8,66.2,66.2,66.2,66.0,62.5,55.0,52.3,44.1,41.7,29.8,17.2,17.2,15.3,14.4,108.8,107.5,107.5,106.5,104.8,0.00,5.83,1498,75.8,0.0,53.2,36.3,0.0,0.0,0.0,14.9,9.5,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,1498,1498,1498,0.0,0.0,0.0,0.0
269,29Feb1944,8.072,0.0000,279.1,279.1,279.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.1,270.3,229.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.2,229.2,219.8,219.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.8,219.8,219.8,209.9,209.9,209.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,202.0,200.6,200.6,8.76,8.76,5.60,0.50,59.6,141.0,59.6,59.6,59.6,59.3,55.3,46.0,42.8,36.5,34.9,26.7,13.8,13.8,11.6,10.4,141.0,139.5,139.5,138.2,136.3,10.26,4.59,1273,566.1,0.0,422.3,277.7,0.0,0.0,0.0,135.1,98.1,0.0,0.0,0.0,98.1,0.0,0.0,0.0,0.0,0.0,0.0,1273,1273,1273,0.0,0.0,0.0,0.0
270,31Mar1944,7.722,0.0000,385.6,385.6,385.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385.6,372.5,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.0,316.0,305.9,305.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.9,305.9,305.9,280.2,280.2,280.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277.2,251.2,249.7,249.7,13.10,13.10,8.66,1.02,61.5,188.2,61.5,61.5,61.5,60.9,56.5,43.1,39.8,35.1,35.1,35.1,14.8,14.8,8.1,6.9,188.2,186.6,186.6,182.4,180.3,9.20,6.93,1273,469.6,0.9,331.7,229.8,0.0,0.0,0.0,72.3,33.8,0.0,0.0,0.0,33.8,0.0,0.0,0.0,0.0,0.0,0.0,1273,1273,1273,0.0,0.0,0.0,0.0
271,30Apr1944,10.716,0.0000,732.3,732.3,732.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,732.3,690.0,543.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,543.8,543.8,529.9,529.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529.9,529.9,529.9,527.8,527.8,527.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523.5,452.5,450.4,450.4,42.30,42.30,35.32,22.41,166.1,284.3,166.1,163.2,155.3,154.4,148.4,96.3,91.6,51.6,51.6,51.6,20.3,20.3,9.9,8.3,284.3,282.1,282.1,272.3,269.5,16.68,8.31,1273,854.3,59.3,607.1,419.8,0.0,0.0,0.0,131.1,60.5,0.0,0.0,0.0,60.5,0.0,0.0,0.0,0.0,0.0,0.0,1273,1273,1273,0.0,0.0,0.0,0.0
272,31May1944,15.206,0.0000,2144.4,2137.9,2133.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2100.5,2042.9,1751.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751.5,1751.5,1731.5,1731.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1692.8,1692.8,1692.8,1673.8,1673.8,1673.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1667.8,1546.4,1543.4,1543.4,57.61,50.09,43.34,29.03,480.0,1063.4,480.0,381.4,370.4,368.9,360.3,298.4,291.6,280.8,280.8,258.9,228.5,228.5,218.5,216.1,1063.4,1060.2,1060.2,1044.2,1040.1,47.69,66.78,1273,1184.6,124.7,843.9,583.1,0.0,0.0,0.0,181.5,83.5,0.0,0.0,0.0,83.5,0.0,0.0,0.0,0.0,0.0,0.0,1273,1273,1273,0.0,0.0,0.0,0.0
273,30Jun1944,23.713,0.0000,3315.1,3308.4,3200.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3113.3,3050.7,2239.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2239.1,2239.1,2214.0,2214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2197.7,2197.7,2197.7,2177.8,2177.8,2177.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2170.3,2098.9,2095.1,2095.1,62.58,53.27,46.29,31.50,916.9,1178.1,916.9,808.5,793.8,792.1,781.4,705.6,697.2,684.9,684.9,398.1,356.8,301.4,294.4,291.4,1178.1,1174.1,1174.1,1157.4,1152.3,73.53,72.53,2530,1727.4,134.6,1233.5,851.7,0.0,0.0,0.0,264.3,121.0,0.0,0.0,0.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,2553,2530,2553,0.0,0.0,0.0,0.0
274,31Jul1944,26.265,0.0000,3899.7,3893.2,3721.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3574.6,3371.6,2408.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2408.9,2408.9,2381.0,2381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2381.0,2381.0,2381.0,2284.3,2284.3,2284.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2275.8,2102.7,2098.5,2098.5,202.95,53.39,46.63,32.33,1133.1,965.4,1133.1,990.0,971.4,969.7,957.7,884.4,875.0,858.0,858.0,463.3,423.2,367.8,361.0,357.7,965.4,960.9,960.9,937.2,931.6,69.02,82.17,2377,1814.0,144.6,1294.0,893.7,0.0,0.0,0.0,277.8,127.4,0.0,0.0,0.0,127.4,0.0,0.0,0.0,0.0,0.0,0.0,2377,2377,2377,0.0,0.0,0.0,0.0
275,31Aug1944,21.855,0.0000,4077.2,4070.8,3869.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3852.7,3651.3,2914.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2914.0,2914.0,2891.0,2481.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2481.5,2481.5,2481.5,2409.7,2409.7,2409.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2402.7,2273.1,2269.6,2269.6,201.32,53.44,46.69,32.39,1196.7,1072.9,1196.7,1066.3,1056.0,1054.2,1044.3,981.7,974.0,948.6,945.2,532.0,434.7,388.7,381.8,379.1,1072.9,1069.3,1069.3,1047.4,1042.7,71.16,105.07,1750,1641.8,118.8,1169.4,808.0,0.0,0.0,0.0,251.6,115.7,0.0,0.0,0.0,115.7,0.0,0.0,0.0,0.0,0.0,0.0,1750,1750,1750,0.0,0.0,0.0,0.0
276,30Sep1944,8.571,0.0000,3197.7,3191.0,3189.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3189.9,2986.8,2560.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2560.2,2560.2,2537.3,2537.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2488.2,2488.2,2488.2,2450.5,2450.5,2450.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2443.5,2355.0,2351.5,2351.5,203.04,53.49,46.51,31.73,1227.7,1123.7,1227.7,1127.9,1119.7,1118.1,1108.3,1055.5,1047.8,1018.0,1011.5,539.3,438.8,435.6,423.9,421.2,1123.7,1120.1,1120.1,1102.1,1097.4,73.37,127.16,1533,882.4,71.6,621.8,431.0,0.0,0.0,0.0,136.0,63.8,0.0,0.0,0.0,63.8,0.0,0.0,0.0,0.0,0.0,0.0,1533,1533,1533,0.0,0.0,0.0,0.0
277,31Oct1944,5.253,0.0000,2127.8,2121.3,2119.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2119.3,2071.4,1835.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1835.8,1835.8,1820.6,1820.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1796.0,1796.0,1796.0,1744.0,1744.0,1744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1739.4,1715.6,1713.3,1713.3,47.92,47.92,41.19,26.99,1008.2,705.1,1008.2,932.9,914.2,913.2,906.7,885.0,879.9,614.0,504.4,193.1,115.1,112.8,101.5,99.7,705.1,702.7,702.7,690.4,687.3,44.35,78.25,992,324.3,25.0,221.0,154.8,0.0,0.0,0.0,50.8,25.3,0.0,0.0,0.0,25.3,0.0,0.0,0.0,0.0,0.0,0.0,992,992,992,0.0,0.0,0.0,0.0
278,30Nov1944,3.857,0.0000,1649.1,1642.4,1641.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1641.3,1595.4,1444.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1444.9,1444.9,1432.8,1432.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1394.7,1394.7,1394.7,1365.3,1365.3,1365.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1361.7,1343.0,1341.2,1341.2,45.88,45.88,38.92,26.61,812.2,529.0,812.2,727.8,711.2,710.3,705.1,685.1,681.1,412.1,298.8,172.4,110.1,110.1,98.4,97.0,529.0,527.1,527.1,502.9,500.5,33.38,36.81,992,99.1,269.7,60.4,43.9,0.0,0.0,0.0,16.4,9.5,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,992,992,992,0.0,0.0,0.0,0.0
279,31Dec1944,3.945,0.0000,1340.5,1334.0,1325.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1325.3,1284.4,1204.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1204.6,1204.6,1196.0,1196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1159.1,1159.1,1159.1,1143.8,1143.8,1143.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1141.2,1135.0,1133.7,1133.7,40.89,40.89,34.16,22.12,717.5,416.3,717.5,663.3,649.0,648.2,644.6,626.7,623.8,418.1,336.6,197.3,137.3,137.3,125.9,124.9,416.3,414.9,414.9,411.0,409.3,18.00,33.84,992,56.2,97.2,38.0,26.7,0.0,0.0,0.0,8.9,4.5,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,992,992,992,0.0,0.0,0.0,0.0
280,31Jan1945,5.096,0.0000,178.3,178.3,178.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.3,163.6,119.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.3,119.3,111.2,111.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.2,111.2,111.2,109.8,109.8,109.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.3,102.3,101.1,101.1,14.64,14.64,9.68,0.84,47.4,53.7,47.4,47.4,47.4,47.0,43.5,29.3,26.6,23.5,23.5,23.5,7.7,7.7,4.3,3.3,53.7,52.4,52.4,51.5,49.8,0.00,3.30,992,56.2,0.0,38.0,26.7,0.0,0.0,0.0,8.9,4.5,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,992,992,992,0.0,0.0,0.0,0.0
281,28Feb1945,8.360,0.0000,1028.2,1028.2,782.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,782.1,766.9,694.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,694.9,694.9,685.1,685.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,685.1,685.1,685.1,667.7,667.7,667.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664.7,656.0,654.6,654.6,15.24,15.24,9.75,0.88,88.9,565.7,88.9,88.9,88.9,88.4,84.2,68.0,64.7,25.5,25.5,25.5,8.0,8.0,4.2,3.1,565.7,564.1,564.1,562.6,560.6,17.99,3.05,10924,315.1,845.1,222.1,153.9,0.0,0.0,0.0,48.6,22.8,0.0,0.0,0.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,10924,10924,10924,0.0,0.0,0.0,0.0
282,31Mar1945,7.722,0.0000,5310.4,5310.4,5061.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5042.9,4977.9,4810.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4810.1,4810.1,4800.0,4800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4800.0,4800.0,4800.0,2948.9,2948.9,2948.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2945.8,2931.4,2929.8,2929.8,64.96,54.22,25.68,4.70,2154.2,775.7,2154.2,2116.9,2111.0,2109.3,2105.0,2039.9,2036.6,1990.8,1983.0,319.0,257.8,255.7,239.0,237.8,775.7,774.1,774.1,770.8,768.8,54.09,193.47,2327,787.0,226.4,588.2,386.0,0.0,0.0,0.0,191.0,140.2,0.0,0.0,0.0,140.2,0.0,0.0,0.0,0.0,0.0,0.0,2327,2327,2327,0.0,0.0,0.0,0.0
283,30Apr1945,10.716,0.0000,3362.3,3362.3,3362.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3357.2,3187.3,2705.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2705.3,2705.3,2691.4,2691.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2691.4,2691.4,2691.4,2691.4,2691.4,2691.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2687.2,2681.2,2679.0,2679.0,169.99,97.30,82.24,54.36,1733.1,945.9,1733.1,1678.2,1641.9,1639.6,1633.6,1535.7,1531.0,1427.2,1367.3,713.3,619.1,578.3,558.4,556.8,945.9,943.7,943.7,932.7,929.9,73.46,418.01,2611,1542.6,74.3,1167.1,758.3,0.0,0.0,0.0,398.7,303.6,0.0,0.0,0.0,303.6,0.0,0.0,0.0,0.0,0.0,0.0,2611,2611,2611,0.0,0.0,0.0,0.0
284,31May1945,15.206,0.0000,4563.6,4549.5,4537.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4501.0,4270.6,3498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3498.0,3498.0,3478.0,3478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3439.3,3439.3,3439.3,3250.5,3250.5,3250.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3244.4,3136.4,3133.4,3133.4,230.42,107.37,92.80,61.89,1943.8,1189.6,1943.8,1743.1,1705.9,1702.5,1693.9,1598.7,1592.0,1487.2,1429.3,733.5,636.3,596.8,577.5,575.2,1189.6,1186.4,1186.4,1171.4,1167.4,135.93,386.97,2319,2072.0,126.1,1575.4,1061.0,0.0,0.0,0.0,546.4,403.6,0.0,0.0,0.0,403.6,0.0,0.0,0.0,0.0,0.0,0.0,2319,2319,2319,0.0,0.0,0.0,0.0
285,30Jun1945,23.713,0.0000,5610.3,5595.7,5389.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5267.4,4985.1,3336.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3336.3,3336.3,3311.2,3311.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3294.9,3294.9,3294.9,3079.1,3079.1,3079.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3071.5,2931.1,2927.3,2927.3,282.25,110.97,95.91,63.97,1818.3,1109.0,1818.3,1610.9,1572.0,1568.7,1557.9,1458.6,1450.2,1337.4,1277.6,732.6,625.7,584.8,564.9,562.0,1109.0,1105.0,1105.0,1085.4,1080.4,133.41,351.02,3093,3683.2,134.6,2861.7,2125.6,0.0,0.0,0.0,1082.6,753.8,0.0,0.0,0.0,753.8,0.0,0.0,0.0,0.0,0.0,0.0,3175,3093,3175,0.0,0.0,0.0,0.0
286,31Jul1945,26.265,0.0000,5781.4,5767.5,5567.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5456.3,5152.2,3657.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3657.1,3657.1,3629.2,3629.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3629.2,3629.2,3629.2,3400.3,3400.3,3400.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3391.8,3255.5,3251.2,3251.2,304.09,107.37,92.79,61.90,2123.4,1127.9,2123.4,1922.7,1892.8,1889.6,1877.6,1781.1,1771.7,1660.1,1602.2,788.9,655.2,615.7,596.5,593.2,1127.9,1123.4,1123.4,1099.7,1094.1,129.08,330.44,4226,2867.1,144.6,2112.0,1414.2,0.0,0.0,0.0,584.7,375.8,0.0,0.0,0.0,375.8,0.0,0.0,0.0,0.0,0.0,0.0,4226,4226,4226,0.0,0.0,0.0,0.0
287,31Aug1945,21.855,0.0000,6112.0,6098.0,5898.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5786.9,5503.3,3781.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3781.5,3781.5,3758.4,3758.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3758.4,3758.4,3758.4,3579.6,3579.6,3579.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3572.6,3461.3,3457.8,3457.8,283.62,107.37,92.79,61.90,2346.9,1111.0,2346.9,2146.2,2118.2,2114.9,2105.0,2009.2,2001.5,1676.5,1618.6,847.7,714.0,674.5,652.9,650.2,1111.0,1107.3,1107.3,1085.4,1080.7,129.08,395.93,1750,2511.2,118.8,1846.7,1237.6,0.0,0.0,0.0,510.4,327.2,0.0,0.0,0.0,327.2,0.0,0.0,0.0,0.0,0.0,0.0,1750,1750,1750,0.0,0.0,0.0,0.0
288,30Sep1945,8.571,0.0000,5847.7,5833.2,5767.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5688.4,5470.1,4485.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4485.7,4485.7,4462.8,3745.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3696.9,3696.9,3696.9,3560.4,3560.4,3560.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3553.4,3459.1,3455.6,3455.6,218.34,110.98,95.91,64.00,2200.3,1255.3,2200.3,1992.9,1967.1,1963.6,1953.8,1840.0,1832.3,1596.0,1536.1,761.9,636.5,595.6,573.3,570.6,1255.3,1251.7,1251.7,1233.6,1229.0,133.32,308.32,1953,1402.8,71.6,1018.3,688.8,0.0,0.0,0.0,267.2,161.9,0.0,0.0,0.0,161.9,0.0,0.0,0.0,0.0,0.0,0.0,1533,1533,1533,0.0,0.0,0.0,0.0
