A,,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM
245,31Jan1942,3077.5,187.7,3095.8,19501,19499,19699,2.1,0.00,2.11,0.00,2.114,28310,4819.6,2679,1112.5,27757,0.0,0.0,0.0,28155,397.4,28509,28509,28509,28509,32334,1429.2,459.5,969.7,2395.6,485.0,756.9,1153.7,32259,35362,644.6,35277,35277,0,35277,40060,0.0,40060,39315,39315,0,39315,30000,9315,32162,18000,14162,21515,21248,21248,21248,21248,1236,8373,16.263,19023,74.8,2458,74.8,42.3,42.3,0.0,42.3,0.48,2349,0.0,0.0,0.00,7177,0.0,0.0,0.00,7177,21249,2443,46780,15530,4785.9,11238,28645,54273,6026,46780,46780,46780,56747,59025,0,56747,56678,56624,57218,0.0,22236,0,0.0
246,28Feb1942,3004.5,289.9,3026.8,30926,30924,31124,2.0,0.00,1.98,0.00,1.981,41635,3763.7,5313,1434.1,47209,0.0,0.0,0.0,47743,533.7,47930,47930,47930,47930,52631,1554.6,386.3,1168.3,3146.8,724.7,926.9,1495.2,52563,56373,899.0,56285,56285,0,56285,69966,0.0,69966,73023,60000,13023,68706,30000,38706,38984,18000,20984,23209,23013,23013,23013,23049,8626,38328,19.807,54108,68.4,2912,68.4,34.3,34.3,0.0,34.3,0.00,7286,0.0,0.0,0.00,18372,0.0,0.0,0.00,18372,79781,2699,63322,15530,4785.9,11238,88117,54273,65498,63322,63322,63322,70065,68427,0,70065,69989,69915,70576,0.0,13000,0,0.0
247,31Mar1942,391.0,1960.5,300.0,3218,3216,3416,2.0,0.00,1.95,0.00,1.952,5234,358.3,844,615.5,5880,0.0,0.0,0.0,5919,38.9,5975,5825,5825,5975,7314,508.8,125.6,388.0,834.9,143.9,309.9,381.2,7295,7442,124.4,7217,7217,0,7217,6516,0.0,6516,8616,8616,0,8616,8616,0,8616,8616,0,8616,8463,8463,8463,9792,469,451,17.890,455,19.5,23,19.5,12.1,12.1,0.0,12.1,0.00,0,0.0,0.0,0.00,2485,0.0,0.0,0.00,2485,4117,2362,19540,15530,4785.9,606,0,21022,0,19540,19540,19540,21333,21892,0,21246,21260,21169,21788,0.0,12587,0,0.0
248,30Apr1942,505.8,2057.0,427.0,3486,3484,3684,2.2,0.00,2.18,0.00,2.185,7512,1438.8,1406,983.4,9907,0.0,0.0,2067.1,10055,148.0,10080,9930,9930,10080,12941,776.3,128.1,656.4,2090.9,406.0,671.2,1013.7,11567,12642,400.5,13072,13072,0,13072,11882,1932.6,11358,12889,12889,0,12889,12889,0,12889,12889,0,12889,13081,12668,12385,14869,858,841,16.806,845,1375.1,674,1375.1,522.4,522.4,0.0,522.4,0.00,12,100.8,88.7,12.10,4449,132.8,116.8,15.93,4458,10272,4825,31135,15530,4785.9,11238,5244,36798,0,31051,31042,31039,34087,33250,0,33950,33993,33874,34643,0.0,13000,0,0.0
249,31May1942,4539.4,3291.0,4570.0,10380,9996,10274,473.6,45.37,428.22,407.89,20.329,13893,1908.2,796,914.4,13214,0.0,0.0,3406.4,13280,66.2,12792,12792,12792,12792,15004,646.1,100.8,553.3,1587.7,293.0,608.3,821.4,12953,13520,266.1,13687,13687,0,13687,13863,3168.5,13087,13200,13200,0,13200,13200,0,13200,13200,0,13200,13187,12496,12025,13034,679,659,19.516,665,2076.0,301,2076.0,797.9,797.9,0.0,797.9,0.00,100,833.0,733.1,99.96,233,1096.2,964.6,131.54,278,378,5091,26969,15530,4785.9,6753,0,27069,0,26573,26499,26473,29517,29617,0,29517,29359,29228,30389,0.0,12400,0,0.0
250,30Jun1942,4605.4,2968.5,4626.0,9011,8207,8407,992.5,95.46,897.08,858.43,38.653,10305,690.0,443,765.8,10513,0.0,0.0,2574.3,10528,14.4,9277,9277,9277,9277,10440,295.5,52.3,251.5,888.8,160.9,526.9,459.2,7483,7591,95.6,7698,7698,0,7698,7245,1623.7,6021,7584,7584,0,7584,7584,0,7584,7584,0,7584,7543,6255,5409,6625,24,0,23.528,4,3000.0,12,3000.0,1158.1,1158.1,0.0,1158.1,0.00,299,1057.3,857.9,199.37,0,2186.4,1924.0,262.37,66,166,7477,16407,15530,976.8,0,0,16507,0,15708,15561,15508,18250,18350,0,18250,18027,17894,19472,0.0,11487,0,0.0
251,31Jul1942,1132.9,2429.7,1102.0,12343,11460,11545,1085.1,104.74,980.36,942.95,37.406,12318,182.9,97,493.5,12446,0.0,0.0,4131.6,12448,1.6,11133,11038,11133,11133,11438,56.4,16.2,48.2,268.4,64.8,313.1,211.0,8566,8621,44.5,8785,8785,0,8785,7972,0.0,6863,7105,7105,0,7105,7105,0,7105,7105,0,7105,7208,5928,5107,6146,5,5,0.000,5,2923.2,11,2923.2,1197.0,1197.0,0.0,1197.0,0.00,321,1021.9,801.0,220.96,0,2423.3,2132.5,290.79,48,48,3453,15484,15168,0.0,0,0,15168,0,14982,14820,14761,16685,16360,0,16360,16465,16342,17909,0.0,5000,0,0.0
252,31Aug1942,1948.4,2221.5,450.0,11177,10386,10471,974.8,93.68,881.15,843.75,37.406,10974,91.7,58,353.0,11108,0.0,0.0,1210.7,11109,0.6,10059,10059,10059,10059,10158,11.2,7.2,11.9,109.3,54.9,160.0,163.0,8086,8134,36.4,8238,8238,0,8238,7403,0.0,6607,6521,6521,0,6521,6521,0,6521,6521,0,6521,6532,5616,5035,5515,68,0,68.306,12,2113.7,12,2113.7,814.2,814.2,0.0,814.2,0.00,265,745.0,579.8,165.20,0,1811.7,1594.3,217.41,55,55,1310,14307,13807,0.0,0,0,13807,0,13895,13773,13730,15124,14624,0,14624,14582,14459,15863,0.0,5000,0,0.0
253,30Sep1942,2292.0,1529.7,450.0,13745,13131,13281,759.9,72.77,687.18,655.58,31.594,13756,112.6,58,304.4,13762,0.0,0.0,0.0,13764,2.0,13491,6374,6374,13491,13631,4.5,5.1,7.5,160.0,51.8,133.9,147.0,13060,13115,32.7,13215,13215,0,13215,12521,0.0,12396,12401,12401,0,12401,12401,0,12401,12401,0,12401,12370,12181,12083,12414,121,121,0.000,121,598.8,23,598.8,222.3,222.3,0.0,222.3,0.00,186,431.8,345.4,86.43,0,947.8,834.1,113.74,59,159,1369,23953,11982,0.0,0,0,11982,0,23711,23648,23625,28359,13173,0,13073,28210,28149,29227,0.0,5000,0,0.0
254,31Oct1942,1236.9,1378.5,373.0,9490,9294,9494,241.7,23.09,218.58,207.20,11.384,9982,116.7,85,286.6,9867,0.0,0.0,0.0,9877,10.0,9677,6427,6512,9677,9899,1.5,3.0,6.4,246.9,46.4,117.1,127.2,9089,9195,28.6,9212,9212,0,9212,8692,1191.2,8436,8667,8667,0,8667,8667,0,8667,8667,0,8667,8442,8405,8280,8276,222,222,0.000,222,819.1,77,819.1,265.7,265.7,0.0,265.7,156.25,73,168.8,140.3,28.47,0,312.3,274.8,37.47,42,142,1115,12898,9833,0.0,0,0,9833,0,12740,12719,12712,14487,11114,0,11014,14215,14185,14990,0.0,7728,0,0.0
255,30Nov1942,1235.8,494.7,300.0,10336,10333,10533,2.4,0.00,2.35,0.00,2.353,11402,275.4,239,354.8,11682,0.0,0.0,0.0,11703,20.7,11733,5950,6009,9266,12316,184.0,42.5,141.5,398.9,53.1,159.9,186.0,11834,12123,48.5,12210,12210,0,12210,11281,2585.2,11175,11313,11313,0,11313,11313,0,11313,11313,0,11313,11256,11256,11207,11537,223,223,0.000,223,482.0,240,482.0,133.7,133.7,0.0,133.7,82.65,0,0.0,0.0,0.00,50,0.0,0.0,0.00,50,150,1449,14747,9085,0.0,0,0,9085,0,14747,14747,14747,18803,10526,0,10426,18725,18695,19314,0.0,7000,0,0.0
256,31Dec1942,834.8,442.2,300.0,3359,3357,3557,2.3,0.00,2.28,0.00,2.277,5258,412.8,765,523.1,6548,0.0,0.0,0.0,6619,70.9,6676,6576,6576,6676,7914,565.1,134.3,430.8,673.4,117.2,269.1,287.2,7736,8417,98.3,8460,8460,0,8460,7891,0.0,7881,8258,8258,0,8258,8258,0,8258,8258,0,8258,8141,8141,8136,9161,342,308,34.153,315,178.6,583,178.6,80.6,80.6,0.0,80.6,0.00,0,0.0,0.0,0.00,470,0.0,0.0,0.00,470,785,1056,14223,14338,0.0,0,0,14438,0,14223,14223,14223,16576,16690,0,16488,16503,16428,17031,0.0,16077,0,0.0
257,31Jan1943,1457.4,2599.0,300.0,6221,6219,6419,2.0,0.00,1.95,0.00,1.952,14359,3948.1,2888,1103.3,17435,0.0,0.0,0.0,17762,327.2,18099,18099,18099,18099,21447,1357.9,436.6,921.3,1990.4,454.6,670.6,865.3,21372,24373,530.8,24477,24477,0,24477,30531,0.0,30531,26757,26757,0,26757,26757,0,26757,18000,8757,20174,20188,20188,20188,20188,925,909,16.263,7496,74.8,2470,74.8,42.3,42.3,0.0,42.3,0.47,3521,0.0,0.0,0.00,6532,0.0,0.0,0.00,6532,12726,2624,33137,15530,4785.9,11238,7626,39280,0,33137,33137,33137,43940,43534,0,43940,43871,43817,44410,0.0,23353,0,0.0
258,28Feb1943,868.7,2287.5,300.0,8531,8529,8729,1.8,0.00,1.80,0.00,1.801,12090,930.7,1567,862.9,13811,0.0,0.0,0.0,13964,152.5,14054,14054,14054,14054,16037,752.9,187.1,565.8,1229.2,252.6,424.2,552.4,15968,16465,256.9,16354,16354,0,16354,18692,0.0,18692,25851,25851,0,25851,25851,0,25851,18000,7851,19949,19681,19681,19681,19716,3069,3049,19.807,8956,68.4,240,68.4,34.3,34.3,0.0,34.3,0.00,2541,0.0,0.0,0.00,3631,0.0,0.0,0.00,3631,9978,3321,39926,15530,4785.9,11238,14589,46243,0,39926,39926,39926,45877,45624,0,45877,45801,45727,46388,0.0,15539,0,0.0
259,31Mar1943,1314.6,3411.2,300.0,11082,11080,11280,1.8,0.00,1.79,0.00,1.789,15326,1530.8,1202,1313.6,17210,0.0,0.0,0.0,17324,114.8,17402,17402,17402,17402,20481,727.7,177.9,549.8,2350.9,460.9,766.2,1123.8,20459,20852,367.3,20921,20921,0,20921,22465,0.0,22465,25605,25605,0,25605,25605,0,25605,18000,7605,19888,19750,19750,19750,19750,1028,1010,17.890,6732,22.0,25,22.0,12.0,12.0,0.0,12.0,0.00,1620,0.0,0.0,0.00,3540,0.0,0.0,0.00,3540,15668,4309,42343,15530,4785.9,11238,22332,53986,0,42343,42343,42343,51235,56763,0,51235,51164,51071,51688,0.0,13000,0,0.0
260,30Apr1943,788.5,2483.4,493.0,3838,3795,3995,58.5,5.38,53.11,49.07,4.033,6116,504.6,623,993.2,7447,0.0,0.0,559.7,7510,63.4,7329,7179,7179,7329,9449,401.4,66.9,342.8,1744.6,314.3,605.6,829.9,7376,7566,171.6,7610,7610,0,7610,7279,3038.9,6541,8331,8331,0,8331,8331,0,8331,8331,0,8331,8236,7547,7081,9120,293,276,16.806,280,2076.9,18,2076.9,783.4,783.4,0.0,783.4,0.00,71,592.4,521.3,71.09,504,751.2,661.1,90.15,558,1119,5221,18633,15530,3514.4,0,0,19045,0,18415,18362,18344,20989,21033,0,20871,20865,20682,21688,0.0,12796,0,0.0
261,31May1943,4175.6,3699.2,4189.0,7315,6742,7020,795.9,76.44,719.49,688.27,31.226,8646,559.9,332,733.3,8931,0.0,0.0,1679.8,8955,23.9,8424,8290,8290,8424,9477,200.8,32.2,176.6,872.6,161.6,466.6,458.6,7226,7339,95.9,7534,7534,0,7534,7609,4456.9,6806,7956,7956,0,7956,7956,0,7956,7956,0,7956,8137,7292,6732,7561,99,79,19.516,85,2288.6,17,2288.6,892.7,892.7,0.0,892.7,0.00,248,990.0,841.6,148.34,0,1567.8,1379.7,188.14,64,164,5497,12528,12494,0.0,0,0,12494,0,12078,11968,11929,12975,12941,0,12841,12463,12325,13702,0.0,10815,0,0.0
262,30Jun1943,2383.3,2960.1,2120.0,9934,9327,9527,843.1,81.00,762.13,729.19,32.939,10559,313.6,161,557.2,10787,0.0,0.0,2170.1,10796,8.2,10012,10012,10012,10012,10553,77.5,14.8,71.0,484.3,90.0,373.4,287.1,7596,7663,54.4,7794,7794,0,7794,7153,4896.6,6020,6869,6869,0,6869,6869,0,6869,6869,0,6869,6945,5651,4802,6005,24,0,23.528,4,3000.0,12,3000.0,1155.8,1155.8,0.0,1155.8,0.00,310,842.8,632.7,210.06,0,2220.0,1953.6,266.40,67,167,3503,8773,12197,0.0,0,0,12197,0,8216,8061,8006,9366,12789,0,12689,8789,8671,10228,0.0,10160,0,0.0
263,31Jul1943,2370.8,2417.6,1102.0,15105,14322,14407,1085.1,104.74,980.36,942.95,37.406,14908,91.4,58,351.3,14999,0.0,0.0,5052.6,15000,1.2,14206,12902,14171,14206,14314,13.5,5.4,16.1,113.7,52.8,208.1,167.8,11546,11590,32.5,11697,11697,0,11697,11108,1168.4,10084,10327,10327,0,10327,10327,0,10327,10327,0,10327,10382,9109,8290,9152,5,5,0.000,5,2817.6,11,2817.6,1109.6,1109.6,0.0,1109.6,0.00,329,970.1,740.8,229.29,0,2423.3,2132.5,290.79,48,48,2134,19329,15530,3351.1,0,0,18881,0,18841,18672,18612,22883,22272,0,22272,22680,22570,24130,0.0,5000,0,0.0
264,31Aug1943,1949.0,2182.9,450.0,10264,9563,9648,974.8,93.68,881.15,843.75,37.406,10026,56.5,51,271.0,10127,0.0,0.0,2250.0,10127,0.5,9490,9420,9490,9490,9512,0.0,2.3,3.8,43.5,44.5,132.4,135.1,7370,7400,30.1,7429,7429,0,7429,6819,141.4,6081,6144,6144,0,6144,6144,0,6144,6144,0,6144,6009,5093,4512,4912,68,0,68.306,12,2183.1,0,2183.1,874.5,874.5,0.0,874.5,0.00,271,730.1,558.6,171.43,0,1811.7,1594.3,217.41,55,55,1020,13968,13468,0.0,0,0,13468,0,13567,13440,13395,14843,14343,0,14343,14349,14240,15637,0.0,5000,0,0.0
265,30Sep1943,2449.4,1515.8,450.0,15119,14561,14711,776.2,74.62,701.63,671.05,30.586,15073,63.5,52,247.3,15061,0.0,0.0,0.0,15062,1.6,14964,5610,5610,14964,15038,0.0,1.2,1.7,99.0,42.6,115.7,121.2,14477,14526,26.1,14644,14644,0,14644,13943,0.0,13819,14156,14156,0,14156,14156,0,14156,14156,0,14156,14163,13970,13870,13881,125,125,0.000,125,590.3,23,590.3,212.6,212.6,0.0,212.6,0.00,191,426.1,335.3,90.79,0,959.6,844.4,115.15,59,159,1461,25370,12299,0.0,0,0,12299,0,25132,25065,25041,27539,13367,0,13267,27398,27283,28398,0.0,5000,0,0.0
266,31Oct1943,1621.7,1350.6,373.0,7720,7511,7711,290.8,27.81,262.98,250.29,12.685,8181,118.1,70,281.9,8214,0.0,0.0,0.0,8224,10.1,8081,6184,6184,8081,8302,3.0,3.5,7.4,244.6,44.7,121.1,124.9,7497,7526,28.8,7532,7532,0,7532,7000,1841.9,6746,6865,6865,0,6865,6865,0,6865,6865,0,6865,6613,6579,6456,6458,211,211,0.000,211,814.5,0,814.5,261.7,261.7,0.0,261.7,156.72,103,186.2,150.1,36.16,0,382.2,336.3,45.86,52,152,1003,11255,9458,0.0,0,0,9458,0,11118,11092,11082,12613,10816,0,10716,12349,12246,13111,0.0,7000,0,0.0
267,30Nov1943,3385.6,686.9,300.0,11487,11485,11685,2.4,0.00,2.35,0.00,2.353,12196,124.5,105,281.3,12231,0.0,0.0,0.0,12245,14.4,12247,5512,5770,10915,12573,23.3,5.4,17.9,302.8,48.6,124.5,129.7,12022,12067,33.6,12190,12190,0,12190,11664,0.0,11529,11334,11334,0,11334,11334,0,11334,11334,0,11334,11358,11358,11296,11598,154,154,0.000,154,550.7,11,550.7,153.4,153.4,0.0,153.4,82.61,1,6.6,5.8,0.79,6,8.4,7.4,1.01,7,107,989,14494,8118,0.0,0,0,8118,0,14493,14492,14492,16475,10099,0,9999,16313,16263,16911,0.0,7000,0,0.0
268,31Dec1943,548.1,501.7,300.0,3533,3531,3731,2.1,0.00,2.11,0.00,2.114,4182,54.9,106,290.2,4666,0.0,0.0,0.0,4694,28.1,4697,4625,4697,4697,5039,31.9,7.6,24.3,310.2,51.8,126.0,132.4,4799,4848,39.0,4877,4877,0,4877,4504,0.0,4464,4711,4711,0,4711,4711,0,4711,4711,0,4711,4580,4580,4561,4996,145,145,0.000,145,239.9,10,239.9,98.1,98.1,0.0,98.1,0.00,0,0.0,0.0,0.00,42,0.0,0.0,0.00,42,142,697,7728,7652,0.0,0,0,7752,0,7728,7728,7728,9911,9834,0,9834,9768,9764,10346,0.0,10215,0,0.0
269,31Jan1944,1629.0,530.3,300.0,3408,3407,3607,1.8,0.00,1.79,0.00,1.789,4650,420.1,282,340.4,5336,0.0,0.0,0.0,5386,49.8,5415,5265,5265,5415,5918,116.9,37.6,79.3,386.0,71.0,154.1,160.9,5843,5934,80.7,6094,6094,0,6094,6253,0.0,6253,6824,6824,0,6824,6824,0,6824,6824,0,6824,6950,6950,6950,7485,191,175,16.263,179,74.8,10,74.8,42.3,42.3,0.0,42.3,0.49,0,0.0,0.0,0.00,59,0.0,0.0,0.00,59,628,828,10760,11079,0.0,0,0,11179,0,10760,10760,10760,13033,13353,0,12906,12913,12859,13452,0.0,12124,0,0.0
270,29Feb1944,543.9,487.6,300.0,3398,3396,3596,1.6,0.00,1.56,0.00,1.565,5321,591.6,726,406.3,6677,0.0,0.0,0.0,6784,107.4,6805,6655,6655,6805,7733,178.4,44.3,134.1,749.4,166.4,273.2,309.8,7667,7876,180.9,7966,7966,0,7966,9089,0.0,9089,11611,11611,0,11611,11611,0,11611,11611,0,11611,11615,11615,11615,13275,2707,2688,19.124,2692,66.1,28,66.1,33.1,33.1,0.0,33.1,0.00,0,0.0,0.0,0.00,629,0.0,0.0,0.00,629,2351,1305,21133,15530,4785.9,2289,0,22705,0,21133,21133,21133,24281,24030,0,24168,24144,24072,24710,0.0,19647,0,0.0
271,31Mar1944,541.9,680.2,300.0,3366,3290,3490,118.7,11.22,107.50,101.48,6.017,5382,924.0,609,360.1,5733,0.0,0.0,0.0,5808,74.9,5843,5693,5693,5843,7024,350.7,87.7,271.0,853.9,139.7,314.7,399.4,6986,7238,239.6,7264,7264,0,7264,7979,0.0,7977,9327,9327,0,9327,9327,0,9327,9327,0,9327,9209,9205,9200,9815,504,486,17.890,490,40.4,12,40.4,19.0,19.0,0.0,19.0,0.00,7,56.3,49.5,6.75,770,71.6,63.0,8.59,778,1498,1851,15743,15530,681.9,0,0,16312,0,15737,15732,15730,17409,17807,0,17293,17259,17166,17866,0.0,15383,0,0.0
272,30Apr1944,1022.1,2799.9,600.0,6340,6071,6271,415.8,39.83,375.94,358.97,16.974,7126,221.7,281,351.7,7280,0.0,0.0,1050.7,7319,38.5,7234,7234,7234,7234,8070,244.7,41.3,211.6,615.3,73.7,286.3,335.5,5714,5847,104.1,5918,5918,0,5918,5377,0.0,4524,4958,4958,0,4958,4958,0,4958,4958,0,4958,4950,4146,3586,4826,4,0,4.303,1,2373.8,30,2373.8,885.6,885.6,0.0,885.6,0.00,195,790.2,695.4,94.82,126,1005.0,884.4,120.60,198,298,2022,7653,7753,0.0,0,0,7753,0,7308,7238,7213,8875,8975,0,8875,8448,8017,9249,0.0,8780,0,0.0
273,31May1944,1733.4,3055.9,1498.0,5528,5160,5437,569.1,54.65,514.41,491.97,22.444,6321,206.4,265,411.8,6345,0.0,0.0,2096.6,6358,13.0,6342,6342,6342,6342,7142,256.8,40.8,223.9,564.5,100.3,355.7,307.8,5154,5234,52.1,5351,5351,0,5351,5321,1521.0,4600,4876,4876,0,4876,4876,0,4876,4876,0,4876,5020,4230,3707,4223,217,197,19.516,203,2024.7,28,2024.7,778.1,778.1,0.0,778.1,0.00,235,679.3,544.0,135.34,0,1434.4,1262.3,172.13,58,158,3499,7250,8418,0.0,0,0,8418,0,6841,6741,6706,8157,9325,0,9225,7683,7485,8798,0.0,9764,0,0.0
274,30Jun1944,1775.8,2203.2,783.0,10472,9980,10180,760.3,73.10,687.18,657.77,29.410,10804,132.6,177,313.9,10991,0.0,0.0,2237.5,10996,5.4,10693,9826,10797,10797,10953,81.5,15.4,74.3,199.1,54.5,242.3,153.4,7993,8041,35.8,8139,8139,0,8139,7732,1645.4,6626,7149,7149,0,7149,7149,0,7149,7149,0,7149,7206,5932,5098,6384,10,10,0.000,10,3000.0,12,3000.0,1197.8,1197.8,0.0,1197.8,0.00,302,754.2,552.1,202.17,0,2142.7,1885.6,257.13,65,165,2906,10725,13427,0.0,0,0,13427,0,10172,10023,9970,12119,14844,0,14744,11549,11425,12981,0.0,12630,0,0.0
275,31Jul1944,3226.8,2188.0,450.0,13686,12982,13067,1085.1,104.74,980.36,942.95,37.406,13382,35.5,59,220.6,13428,0.0,0.0,977.2,13429,0.9,13178,11044,13178,13178,13175,17.0,6.3,18.6,0.0,35.4,122.6,104.4,10302,10328,25.9,10367,10367,0,10367,9871,0.0,8845,8953,8953,0,8953,8953,0,8953,8953,0,8953,8900,7621,6800,7539,4,4,0.000,4,2923.2,0,2923.2,1197.0,1197.0,0.0,1197.0,0.00,329,827.9,599.3,228.63,0,2423.3,2132.5,290.79,48,48,2155,15914,15530,148.7,0,0,15679,0,15427,15258,15198,16838,16603,0,16603,16635,16529,18087,0.0,5000,0,0.0
276,31Aug1944,3900.0,2046.0,870.1,10209,9579,9664,974.5,93.68,880.83,843.75,37.081,9925,21.8,40,199.1,9925,0.0,0.0,1861.8,9926,0.3,9725,8671,9315,9315,9703,0.0,2.2,3.6,0.0,31.7,92.6,92.5,7520,7541,20.4,7556,7556,0,7556,7351,3423.5,6614,6657,6657,0,6657,6657,0,6657,6657,0,6657,6526,5610,5029,5335,20,5,15.360,8,2224.0,0,2224.0,910.1,910.1,0.0,910.1,0.00,271,654.8,483.8,170.94,0,1811.7,1594.3,217.41,55,55,1275,7270,6624,0.0,0,0,6624,0,6870,6744,6699,8086,7439,0,7439,7595,7504,8891,0.0,5000,0,0.0
277,30Sep1944,1619.6,1348.7,870.1,4707,4205,4355,775.7,74.62,701.13,671.05,30.082,4607,20.3,43,188.7,4681,0.0,0.0,0.0,4682,1.0,4590,4557,4590,4590,4592,0.0,0.1,0.2,26.4,31.0,86.5,89.4,4036,4064,16.0,4154,4154,0,4154,3737,587.5,3613,4290,4290,0,4290,4290,0,4290,4290,0,4290,4239,4046,3946,4164,94,94,0.000,94,583.9,12,583.9,207.0,207.0,0.0,207.0,0.00,191,382.1,291.6,90.55,0,959.6,844.4,115.15,59,159,1591,7022,6872,0.0,0,0,6872,0,6784,6717,6693,8141,7991,0,7891,7767,7757,8812,0.0,5000,0,0.0
278,31Oct1944,618.8,937.6,373.0,5474,5329,5529,223.3,21.31,201.99,191.91,10.083,5936,131.3,65,210.1,5828,0.0,0.0,0.0,5839,10.4,5764,5764,5764,5764,5931,0.0,1.6,3.5,192.8,34.4,97.4,102.1,5144,5174,29.8,5316,5316,0,5316,4799,0.0,4553,4672,4672,0,4672,4672,0,4672,4672,0,4672,4678,4658,4538,4496,147,147,0.000,147,796.0,0,796.0,257.8,257.8,0.0,257.8,85.89,48,101.4,84.9,16.57,0,175.6,154.6,21.08,24,124,941,6248,6348,0.0,0,0,6348,0,6188,6176,6172,7416,7516,0,7416,7218,7218,7892,0.0,7000,0,0.0
279,30Nov1944,370.4,391.0,300.0,3380,3378,3578,2.2,0.00,2.18,0.00,2.185,4976,716.0,339,343.0,6274,0.0,0.0,0.0,6313,39.7,6343,6243,6243,6343,7035,178.4,41.2,137.2,513.6,94.5,199.6,219.5,6649,6753,92.7,6842,6842,0,6842,6560,0.0,6502,6611,6611,0,6611,6611,0,6611,6611,0,6611,6590,6590,6564,7055,243,208,35.292,216,385.9,11,385.9,103.9,103.9,0.0,103.9,83.42,0,0.0,0.0,0.00,12,0.0,0.0,0.00,12,112,1449,10434,10434,0.0,0,0,10434,0,10434,10434,10434,12744,12744,0,12644,12600,12600,13197,0.0,7000,0,0.0
280,31Dec1944,366.5,377.2,300.0,3365,3364,3564,2.1,0.00,2.11,0.00,2.114,5432,721.0,702,444.6,6852,0.0,0.0,0.0,6958,106.4,6992,6892,6892,6992,8104,334.2,79.4,254.7,777.5,167.2,294.4,315.9,7882,8142,147.5,8189,8189,0,8189,8850,0.0,8819,8903,8903,0,8903,8903,0,8903,8903,0,8903,8838,8838,8823,9670,346,312,34.153,320,221.9,113,221.9,93.8,93.8,0.0,93.8,69.43,74,0.0,0.0,0.00,213,0.0,0.0,0.00,213,639,1280,12919,13145,0.0,0,0,13245,0,12919,12919,12919,14833,15059,0,14748,14700,14614,15216,0.0,14385,0,0.0
281,31Jan1945,343.2,401.4,300.0,3357,3356,3556,1.8,0.00,1.79,0.00,1.789,4685,398.6,412,318.2,4599,0.0,0.0,0.0,4647,48.3,4702,4552,4552,4702,5382,221.9,71.4,150.6,457.5,81.2,174.6,201.7,5295,5695,78.3,5711,5711,0,5711,5480,0.0,5474,6351,6351,0,6351,6351,0,6351,6351,0,6351,6250,6250,6248,7146,259,242,16.263,246,86.8,322,86.8,46.3,46.3,0.0,46.3,0.54,0,0.0,0.0,0.00,21,0.0,0.0,0.00,21,170,1034,10973,10872,0.0,0,0,10972,0,10973,10973,10973,12165,12064,0,12022,12051,11990,12596,0.0,12124,0,0.0
282,28Feb1945,332.7,178.5,300.0,3390,3389,3589,1.6,0.00,1.62,0.00,1.621,8172,2067.0,1815,701.7,11319,0.0,0.0,0.0,11624,304.8,11720,11570,11570,11720,14234,802.2,199.3,602.9,1711.5,360.1,551.5,799.9,14166,15128,513.4,15243,15243,0,15243,18136,0.0,18136,20445,20445,0,20445,20445,0,20445,18000,2445,18607,18646,18646,18646,18681,2302,2282,19.807,4124,68.4,449,68.4,34.3,34.3,0.0,34.3,0.00,1814,0.0,0.0,0.00,3132,0.0,0.0,0.00,3132,6729,5058,30940,15530,4785.9,11238,2481,34135,0,30940,30940,30940,43423,40269,0,43124,43355,43272,43936,0.0,23126,0,0.0
283,31Mar1945,293.2,320.1,300.0,3316,3315,3515,1.8,0.00,1.79,0.00,1.789,5530,678.5,856,480.6,7431,0.0,0.0,0.0,7490,58.9,7515,7365,7365,7515,8620,231.5,56.6,174.9,873.4,192.1,303.9,377.4,8600,8814,188.4,8760,8760,0,8760,10342,0.0,10342,10216,10216,0,10216,10216,0,10216,10216,0,10216,9962,9962,9962,10839,505,487,17.890,491,19.5,25,19.5,12.1,12.1,0.0,12.1,0.00,0,0.0,0.0,0.00,220,0.0,0.0,0.00,220,828,2355,16350,15530,1179.1,0,0,16809,0,16350,16350,16350,19295,19531,0,19174,19173,19079,19729,0.0,15071,0,0.0
