A,,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM
293,31Jan1946,287,356,300,7423,7421,7621,2,0,2,0,2,11684,1324,2143,596,14239,0,0,0,14360,121,14581,16460,889,286,603,990,209,343,438,16333,17750,197,17518,17518,0,17518,19953,0,19927,26063,26063,0,26063,26063,0,26063,18000,8063,20001,19738,19722,19711,19711,602,586,16,6651,127,1220,127,58,58,0,58,1,1212,0,0,0,2025,0,0,0,2025,5828,1739,0,35678,12533,3977,20549,2422,0,0,35678,35678,35678,41219,43099,0,41219,41219,41219,41150,41150,41718,0,0,0,43599,41718,41718,41718,0,20910,21081,16340,4297,0,0,0,20910,20910,20910
294,28Feb1946,393,403,300,3379,3377,3757,2,0,2,0,2,4986,332,538,359,5415,0,0,0,5489,74,5521,6363,272,68,204,570,102,205,263,6295,6447,124,6576,6576,0,6576,6928,0,6928,7277,7277,0,7277,7277,0,7277,7277,0,7277,7160,7160,7160,8024,2805,2785,20,2790,68,28,68,34,34,0,34,0,303,0,0,0,0,0,0,0,0,118,1360,0,15804,12533,3389,0,0,0,0,15804,15502,15502,17614,17638,0,17614,17614,17614,17537,17537,18167,0,0,0,18191,18167,18167,18167,0,12465,18167,0,0,0,0,0,12465,12465,12465
295,31Mar1946,387,516,300,3426,3424,3624,2,0,2,0,2,4956,359,582,391,5534,0,0,0,5572,38,5603,6835,473,118,363,776,116,286,374,6788,6925,122,7148,7148,0,7148,7104,0,7100,7353,7353,0,7353,7353,0,7353,7353,0,7353,7575,7546,7534,7796,394,376,18,380,48,15,48,24,24,0,24,0,188,30,25,6,0,59,52,7,7,10,2118,0,12366,12369,0,0,0,0,0,12366,12204,12202,14030,14033,0,14030,14030,14030,13905,13821,14460,0,0,0,14463,14460,14460,14460,0,11288,14460,0,0,0,0,0,11288,11288,11288
296,30Apr1946,625,2843,460,5034,4578,4778,648,62,585,562,23,6178,232,688,479,6732,0,0,41,6772,40,6099,7519,558,92,473,885,146,443,464,7005,7131,108,7281,7281,0,7281,6649,2453,6420,7415,7415,0,7415,7415,0,7415,7415,0,7415,7549,7356,7224,7979,17,0,17,4,547,18,547,212,212,0,212,0,228,789,661,128,0,1324,1165,159,95,95,3942,0,11514,11514,0,0,0,0,0,11124,11029,10996,14014,14014,0,14014,14014,14014,13845,13706,15070,0,0,0,15070,15070,15070,15070,0,11310,15070,0,0,0,0,0,11310,11310,11310
297,31May1946,4684,2884,4709,7975,7477,7677,708,68,640,615,25,8736,152,359,548,8954,0,0,1224,8965,11,8099,9025,299,47,259,648,115,466,313,6822,6896,46,7014,7014,0,7014,6719,3047,5738,6204,6204,0,6204,6204,0,6204,6204,0,6204,6257,5310,4686,5247,20,0,20,6,2245,28,2245,882,882,0,882,0,265,563,398,165,0,1716,1510,206,70,70,4939,0,9592,9592,0,0,0,0,0,9219,9097,9053,13518,13518,0,13518,13518,13518,13352,13123,14434,0,0,0,14434,14434,14434,14434,0,10765,14434,0,0,0,0,0,10765,10765,10765
298,30Jun1946,2825,2205,2526,10786,10069,10387,1019,98,921,885,36,10970,78,166,338,10941,0,0,4127,10946,5,9881,10129,75,14,69,194,50,270,154,7500,7543,31,7640,7640,0,7640,7036,3702,5895,6895,6895,0,6895,6895,0,6895,6895,0,6895,6991,5896,5178,6189,12,12,0,12,2675,12,2675,1085,1085,0,1085,0,316,807,591,216,0,2238,1970,269,68,68,3490,0,12226,12533,2285,0,0,0,0,11711,11552,11495,14155,15202,0,15265,15265,13896,13587,13463,15046,0,0,0,16092,16155,16155,14786,0,10618,15046,0,0,0,0,0,10933,10933,10933
299,31Jul1946,2599,2175,1102,14667,13962,14112,1001,97,905,870,35,14438,30,65,230,14394,0,0,3956,14395,1,13249,13243,11,5,14,4,39,153,122,10778,10804,26,10882,10882,0,10882,10127,0,9027,9468,9468,0,9468,9468,0,9468,9468,0,9468,9476,8344,7618,8589,5,5,0,5,2515,0,2515,988,988,0,988,0,333,915,682,233,0,2418,2128,290,48,48,2074,0,18217,12533,3977,2587,0,0,0,17731,17559,17498,20056,19496,0,19666,19666,19666,19859,19736,21291,0,0,0,20373,20901,20901,20901,0,5000,21081,210,0,0,0,0,5000,5000,5000
300,31Aug1946,2944,2042,870,10489,9805,9955,971,94,878,844,34,10212,23,45,189,10237,0,0,2653,10238,0,9309,9288,0,1,2,0,36,104,104,7297,7319,21,7339,7339,0,7339,6748,0,5913,6076,6076,0,6076,6076,0,6076,6076,0,6076,5967,5111,4569,5180,10,10,0,10,2032,0,2032,803,803,0,803,0,275,722,547,175,0,1812,1594,217,55,55,1561,0,13873,12533,1743,0,0,0,0,13473,13344,13298,15426,15307,0,15057,15057,15057,15249,15127,16521,0,0,0,16105,16153,16153,16153,0,5000,16521,0,0,0,0,0,5000,5000,5000
301,30Sep1946,2436,1342,870,5590,5062,5212,750,72,678,651,27,5476,27,49,188,5385,0,0,0,5386,1,4972,5010,0,1,1,63,36,101,101,4410,4443,21,4551,4551,0,4551,4462,0,4326,4833,4833,0,4833,4833,0,4833,4833,0,4833,4848,4662,4564,4882,121,121,0,121,628,12,628,247,247,0,247,0,191,411,320,91,0,944,831,113,58,58,1719,0,12697,12533,164,0,0,0,0,12473,12406,12382,14024,14020,0,14024,14024,14024,13672,13576,14645,0,0,0,14640,14645,14645,14645,0,5000,14645,0,0,0,0,0,5000,5000,5000
302,31Oct1946,997,1205,373,7076,6851,7051,319,31,289,276,12,7390,75,69,194,7298,0,0,0,7307,9,7112,7272,0,2,3,185,37,101,106,6684,6710,26,6839,6839,0,6839,6489,839,6349,6325,6325,0,6325,6325,0,6325,6325,0,6325,6345,6234,6162,6014,148,148,0,148,598,0,598,209,209,0,209,157,84,181,144,37,0,387,341,46,53,53,1324,0,8588,6950,0,0,0,0,0,8481,8454,8444,10044,8406,0,8406,8406,8406,9798,9768,10547,0,0,0,8910,8910,8910,8910,0,7000,10547,0,0,0,0,0,7000,7000,7000
303,30Nov1946,546,521,300,5126,5124,5324,2,0,2,0,2,6174,444,146,260,6403,0,0,0,6431,28,6450,7021,116,27,89,455,72,185,198,6300,6377,66,6443,6443,0,6443,6307,0,6082,5718,5718,0,5718,5718,0,5718,5718,0,5718,5694,5546,5442,5460,187,187,0,187,721,11,721,206,206,0,206,83,29,0,0,0,0,0,0,0,0,0,1784,0,7711,7711,0,0,0,0,0,7711,7683,7683,10199,10199,0,10199,10199,10199,10043,10013,10622,0,0,0,10622,10622,10622,10622,0,7000,10622,0,0,0,0,0,7000,7000,7000
304,31Dec1946,396,379,300,3376,3374,3574,2,0,2,0,2,4615,360,344,337,5461,0,0,0,5527,65,5542,6298,149,36,114,607,124,230,252,6125,6226,91,6297,6297,0,6297,7006,0,6999,7543,7543,0,7543,7543,0,7543,7543,0,7543,7573,7569,7565,8442,238,204,34,212,172,10,172,78,78,0,78,0,70,0,0,0,0,0,0,0,0,5,1752,0,12085,12090,0,0,0,0,0,12085,12015,12015,14842,14847,0,14842,14842,14842,14697,14692,15266,0,0,0,15271,15266,15266,15266,0,15172,15266,0,0,0,0,0,15172,15172,15172
305,31Jan1947,435,400,300,3380,3378,3578,2,0,2,0,2,3944,35,111,220,4095,0,0,0,4114,19,4127,4461,54,18,37,279,42,115,122,4341,4382,31,4441,4441,0,4441,4366,0,4332,4594,4594,0,4594,4594,0,4594,4594,0,4594,4568,4545,4529,4730,147,131,16,135,120,10,120,42,42,0,42,1,17,0,0,0,40,0,0,0,40,40,1152,0,7429,7429,0,0,0,0,0,7429,7429,7429,10117,10117,0,10117,10117,10117,9996,9996,10564,0,0,0,10564,10564,10564,10564,0,10527,10564,0,0,0,0,0,10527,10527,10527
306,28Feb1947,392,447,300,3397,3396,3596,1,0,1,0,1,5569,630,965,378,6394,0,0,0,6503,110,6555,7864,431,107,324,877,152,320,405,7795,8008,185,8133,8133,0,8133,9001,0,9001,9219,9219,0,9219,9219,0,9219,9219,0,9219,9336,9336,9336,10160,2847,2827,20,2831,68,28,68,34,34,0,34,0,145,0,0,0,51,0,0,0,51,350,1457,0,16186,12533,3952,0,0,0,0,16186,16093,16093,19786,19976,0,19786,19786,19786,19639,19639,20269,0,0,0,20459,20269,20269,20269,0,19333,20269,0,0,0,0,0,19333,19333,19333
307,31Mar1947,387,1309,300,3358,3357,3557,2,0,2,0,2,5838,621,1282,379,7398,0,0,0,7453,55,7518,8961,591,144,446,852,132,326,395,8941,9144,177,9153,9153,0,9153,9314,0,9314,9684,9684,0,9684,9684,0,9684,9684,0,9684,9614,9587,9587,9916,511,493,18,497,20,25,20,12,12,0,12,0,0,0,0,0,80,0,0,0,80,265,2060,0,14821,12533,2474,0,0,0,0,14821,14821,14821,18614,18732,0,18614,18614,18614,18490,18406,19045,0,0,0,19163,19045,19045,19045,0,16560,19045,0,0,0,0,0,16560,16560,16560
308,30Apr1947,877,2391,540,3354,3131,3331,289,28,262,248,14,4742,455,419,537,5520,0,0,613,5580,59,5345,6329,241,41,209,767,148,340,372,5880,6058,160,6094,6094,0,6094,6410,2183,6210,6996,6996,0,6996,6996,0,6996,6996,0,6996,6966,6799,6689,7185,17,0,17,4,467,18,467,182,182,0,182,0,195,694,599,95,0,1007,886,121,72,72,2239,0,10954,10954,0,0,0,0,0,10577,10507,10482,13067,13067,0,13067,13067,13067,12611,12162,13425,0,0,0,13425,13425,13425,13425,0,13417,13425,0,0,0,0,0,13417,13417,13417
309,31May1947,3060,2211,2924,9835,9288,9488,647,62,585,557,28,10000,67,168,277,10016,0,0,1357,10025,9,9307,9574,73,12,68,215,45,240,137,7406,7458,35,7563,7563,0,7563,7193,2708,6219,5958,5958,0,5958,5958,0,5958,5958,0,5958,6009,5090,4500,4671,13,13,0,13,2206,17,2206,884,884,0,884,0,254,760,606,154,0,1630,1434,196,66,66,3242,0,7932,8190,0,0,0,0,0,7480,7367,7326,9747,10071,0,10071,10071,9747,9228,8986,10356,0,0,0,10680,10680,10680,10356,0,10356,10356,0,0,0,0,0,10680,10680,10680
310,30Jun1947,1400,1708,783,11890,11502,11820,459,44,416,395,21,12362,65,217,261,12923,0,0,3190,12927,4,12089,12232,49,10,48,116,43,187,124,9736,9764,28,9840,9840,0,9840,9360,2445,8245,8873,8873,0,8873,8873,0,8873,8873,0,8873,8956,7931,7262,8405,10,10,0,10,2535,0,2535,1026,1026,0,1026,0,295,836,641,195,0,2069,1821,248,63,63,1651,0,13444,12533,2373,0,0,0,0,12919,12776,12724,14697,15368,0,15433,15433,14197,14142,13898,15395,0,0,0,16065,16131,16131,14895,0,15148,15395,0,0,0,0,0,15638,15638,15638
311,31Jul1947,2523,1822,450,13924,13005,13155,1080,104,976,939,37,13390,24,49,163,13555,0,0,3530,13556,1,12521,12501,0,2,6,0,33,98,94,10014,10035,21,10068,10068,0,10068,9811,2564,8702,9107,9107,0,9107,9107,0,9107,9107,0,9107,9037,7937,7231,8067,4,4,0,4,2538,0,2538,1040,1040,0,1040,0,329,991,762,229,0,2423,2132,291,48,48,1211,0,12511,11245,0,0,0,0,0,12022,11853,11793,13972,12674,0,12674,12674,12674,13762,13461,15022,0,0,0,13724,13724,13724,13724,0,5000,15022,0,0,0,0,0,5000,5000,5000
312,31Aug1947,2424,1734,870,9236,8418,8568,965,93,872,835,37,8777,23,36,150,8947,0,0,2700,8947,0,8127,8106,0,1,1,0,31,89,86,6236,6258,22,6300,6300,0,6300,5879,1604,5099,5356,5356,0,5356,5356,0,5356,5356,0,5356,5278,4507,4019,4542,8,8,0,8,1911,0,1911,780,780,0,780,0,269,805,635,169,0,1795,1580,215,54,54,1597,0,6784,6534,0,0,0,0,0,6382,6257,6212,8179,7930,0,7930,7930,7930,7675,7571,8956,0,0,0,8706,8706,8706,8706,0,5000,8956,0,0,0,0,0,5000,5000,5000
313,30Sep1947,2174,1131,870,5177,4536,4686,759,73,687,653,33,4908,25,44,153,5013,0,0,0,5015,1,4635,4634,0,0,0,24,29,84,83,4029,4061,20,4192,4192,0,4192,4012,0,3863,4582,4582,0,4582,4582,0,4582,4582,0,4582,4619,4426,4326,4595,99,99,0,99,633,12,633,250,250,0,250,0,191,468,377,91,0,960,844,115,59,59,1752,0,7550,7311,0,0,0,0,0,7312,7245,7221,8818,8578,0,8578,8578,8578,8434,8423,9468,0,0,0,9229,9229,9229,9229,0,5000,9468,0,0,0,0,0,5000,5000,5000
314,31Oct1947,548,635,373,4763,4758,4958,5,0,5,0,5,5740,395,121,266,6233,0,0,0,6251,19,6195,6715,138,44,94,382,61,170,151,6199,6265,54,6396,6396,0,6396,6105,0,5992,5868,5868,0,5868,5868,0,5868,5868,0,5868,5888,5814,5762,5762,212,212,0,212,516,12,516,173,173,0,173,157,79,0,0,0,75,0,0,0,75,75,736,0,7750,7750,0,0,0,0,0,7737,7733,7733,8968,8968,0,8968,8968,8968,8802,8802,9392,0,0,0,9392,9392,9392,9392,0,7000,9392,0,0,0,0,0,7000,7000,7000
315,30Nov1947,327,324,300,5062,5059,5259,3,0,3,0,3,5969,304,128,277,6168,0,0,0,6190,22,6203,6692,74,17,57,415,87,171,158,5948,6011,52,6077,6077,0,6077,6297,0,6062,6251,6251,0,6251,6251,0,6251,6251,0,6251,6234,6080,5972,6135,171,171,0,171,744,11,744,212,212,0,212,83,10,1,1,0,0,2,1,0,0,0,598,0,8213,8213,0,0,0,0,0,8213,8205,8205,10808,10808,0,10808,10808,10808,10663,10662,11250,0,0,0,11250,11250,11250,11250,0,7000,11250,0,0,0,0,0,7000,7000,7000
316,31Dec1947,553,312,300,4121,4119,4319,2,0,2,0,2,4720,29,108,264,5137,0,0,0,5161,24,5165,5474,35,8,27,274,47,118,110,5206,5249,33,5311,5311,0,5311,5282,0,5228,5246,5246,0,5246,5246,0,5246,5246,0,5246,5249,5213,5187,5495,133,133,0,133,268,10,268,107,107,0,107,0,0,0,0,0,20,0,0,0,20,20,529,0,7227,7227,0,0,0,0,0,7227,7227,7227,8643,8643,0,8643,8643,8643,8510,8510,9078,0,0,0,9078,9078,9078,9078,0,9078,9078,0,0,0,0,0,9078,9078,9078
317,31Jan1948,311,330,300,3377,3375,3575,2,0,2,0,2,5956,977,872,532,7757,0,0,0,7851,94,8044,9673,778,250,528,852,141,348,362,9535,9697,153,9782,9782,0,9782,9489,0,9459,9753,9753,0,9753,9753,0,9753,9753,0,9753,9801,9782,9767,10004,397,381,16,385,138,10,138,62,62,0,62,0,18,0,0,0,121,0,0,0,121,200,570,0,11556,11636,0,0,0,0,0,11556,11556,11556,14382,14462,0,14382,14382,14382,14269,14269,14837,0,0,0,14917,14837,14837,14837,0,14385,14837,0,0,0,0,0,14385,14385,14385
318,29Feb1948,530,427,300,5036,5035,5408,2,0,2,0,2,5929,21,219,280,6334,0,0,0,6358,24,6353,6826,142,35,107,331,51,140,141,6740,6807,40,6809,6809,0,6809,6882,0,6877,6987,6987,0,6987,6987,0,6987,6987,0,6987,6880,6830,6804,7200,2539,2539,0,2539,87,28,87,46,46,0,46,0,19,21,5,16,0,167,147,20,19,113,602,0,11298,10732,0,0,0,0,0,11298,11287,11282,15616,14986,0,14892,14892,14892,15550,15550,16159,0,0,0,15529,15435,15435,15435,0,13021,16159,0,0,0,0,0,13021,13021,13021
319,31Mar1948,550,530,300,3365,3363,3563,2,0,2,0,2,5703,1153,462,524,7920,0,0,0,8009,89,7987,9323,162,40,122,1175,323,388,464,9267,9576,284,9659,9659,0,9659,10596,0,10571,9592,9592,0,9592,9592,0,9592,9592,0,9592,9645,9570,9546,9489,493,476,18,480,56,25,56,26,26,0,26,0,38,56,18,38,0,410,361,49,47,100,529,0,12283,12336,0,0,0,0,0,12283,12255,12246,15679,15732,0,15679,15679,15679,15557,15467,16112,0,0,0,16165,16112,16112,16112,0,15004,16112,0,0,0,0,0,15004,15004,15004
320,30Apr1948,834,2517,493,4497,4496,4696,2,0,2,0,2,9453,1831,1864,1062,13357,0,0,0,13539,182,13510,16597,792,131,669,2297,455,728,1115,16386,16907,492,16923,16923,0,16923,17858,242,17768,16938,16938,0,16938,16938,0,16938,16938,0,16938,16890,16822,16782,16788,1143,1127,17,1130,212,30,212,87,87,0,87,0,4725,466,410,56,843,605,532,73,886,886,2127,0,24859,12533,3977,7976,0,0,0,24738,21280,21265,25014,24034,0,24641,24641,24641,24791,24685,25498,0,0,0,24519,25126,25126,25126,0,17499,21081,4417,0,0,0,0,17499,17499,17499
321,31May1948,4167,2560,4189,11110,10677,10877,509,48,460,436,25,14156,1536,893,850,15406,0,0,1755,15460,54,15008,17062,566,89,486,1510,255,583,773,15534,15769,218,15759,15759,0,15759,16494,2883,15804,17777,17777,0,17777,17777,0,17777,17777,0,17777,17610,17093,16774,16796,851,831,20,837,1547,17,1547,586,586,0,586,0,3414,642,552,91,0,982,864,118,40,40,2855,0,26705,12533,3977,10195,0,0,0,26330,23492,23468,29393,28648,0,29393,29393,29393,29242,29171,30246,0,0,0,29501,30246,30246,30246,0,16799,21081,9165,0,0,0,0,16799,16799,16799
322,30Jun1948,2176,2234,2120,9158,8515,8833,756,72,684,649,35,10819,684,467,835,11783,0,0,3536,11797,14,10823,12073,229,41,196,1044,219,585,436,9748,9841,94,9881,9881,0,9881,9689,1374,8613,10042,10042,0,10042,10042,0,10042,10042,0,10042,9926,9036,8443,9746,71,47,24,51,2358,0,2358,952,952,0,952,0,275,597,423,175,0,1892,1665,227,57,57,3949,0,15407,12533,2874,0,0,0,0,14718,14589,14544,19862,19782,0,19862,19862,19862,19645,19520,21026,0,0,0,20947,21026,21026,21026,0,13805,21026,0,0,0,0,0,13805,13805,13805
323,31Jul1948,1192,2258,1102,12237,11347,11497,1049,101,948,911,37,12109,125,122,365,12501,0,0,2981,12502,1,11110,11250,31,10,29,129,52,238,152,8667,8704,37,8810,8810,0,8810,8327,0,7110,7679,7679,0,7679,7679,0,7679,7679,0,7679,7755,6611,5877,6916,5,5,0,5,2633,0,2633,1079,1079,0,1079,0,324,875,651,224,0,2423,2132,291,48,48,2183,0,17440,12533,3977,1757,0,0,0,16933,16768,16710,19594,19609,0,19395,19395,19395,19369,19222,20779,0,0,0,20362,20581,20581,20581,0,5000,20779,0,0,0,0,0,5000,5000,5000
324,31Aug1948,2369,2095,870,10313,9557,9707,891,85,806,768,37,10012,28,49,228,10560,0,0,1541,10560,0,9448,9458,3,4,7,28,38,136,117,7406,7432,26,7543,7543,0,7543,6943,0,6027,6069,6069,0,6069,6069,0,6069,6069,0,6069,6148,5292,4750,5456,9,9,0,9,2093,0,2093,856,856,0,856,0,267,721,554,167,0,1812,1594,217,55,55,1423,0,14562,12533,2195,0,0,0,0,14145,14022,13977,16291,15862,0,15923,15923,15923,16093,15970,17365,0,0,0,16936,16996,16996,16996,0,5000,17365,0,0,0,0,0,5000,5000,5000
325,30Sep1948,1619,1378,870,7909,7469,7619,518,49,469,444,25,7940,35,70,216,8380,0,0,0,8381,1,8118,8213,7,6,9,112,36,113,104,7639,7685,23,7804,7804,0,7804,7639,0,7494,8165,8165,0,8165,8165,0,8165,8165,0,8165,8221,8043,7951,8235,111,29,82,84,597,23,597,227,227,0,227,0,182,332,250,82,0,892,785,107,55,55,1660,0,11620,10666,0,0,0,0,0,11380,11319,11297,14185,12385,0,12385,12385,12385,14034,13932,15017,0,0,0,12962,12962,12962,12962,0,5000,15017,0,0,0,0,0,5000,5000,5000
326,31Oct1948,371,1115,373,5872,5695,5895,208,20,188,177,11,6290,62,83,250,6266,0,0,0,6275,9,6137,6335,6,3,11,219,38,111,106,5773,5798,25,5877,5877,0,5877,5397,0,5270,5765,5765,0,5765,5765,0,5765,5765,0,5765,5698,5604,5538,5516,147,78,68,117,570,0,570,201,201,0,201,157,43,90,70,20,0,220,193,26,30,30,1029,0,9883,9883,0,0,0,0,0,9738,9723,9718,11170,11170,0,11170,11170,11170,10911,10859,11640,0,0,0,11640,11640,11640,11640,0,7000,11640,0,0,0,0,0,7000,7000,7000
327,30Nov1948,298,661,300,5145,5142,5342,3,0,3,0,3,5810,99,86,283,6095,0,0,0,6109,14,6087,6457,69,6,70,308,45,136,127,5665,5708,32,5826,5826,0,5826,5392,0,5131,5276,5276,0,5276,5276,0,5276,5276,0,5276,5329,5158,5038,5002,138,138,0,138,792,11,792,229,229,0,229,83,9,4,0,4,0,42,37,5,5,5,694,0,7045,7045,0,0,0,0,0,7045,7037,7036,9606,9606,0,9606,9606,9606,9449,9420,10029,0,0,0,10029,10029,10029,10029,0,7000,10029,0,0,0,0,0,7000,7000,7000
328,31Dec1948,400,396,300,3382,3380,3580,2,0,2,0,2,4181,122,176,303,5211,0,0,0,5249,38,5257,5734,144,20,124,333,58,136,140,5554,5617,53,5708,5708,0,5708,5370,0,5360,5606,5606,0,5606,5606,0,5606,5606,0,5606,5666,5660,5655,6119,176,141,34,149,181,10,181,81,81,0,81,0,0,0,0,0,63,0,0,0,63,63,651,0,9069,9069,0,0,0,0,0,9069,9069,9069,12665,12665,0,12665,12665,12665,12521,12516,13089,0,0,0,13089,13089,13089,13089,0,13071,13089,0,0,0,0,0,13071,13071,13071
329,31Jan1949,421,403,300,3383,3381,3581,2,0,2,0,2,4073,85,148,259,4293,0,0,0,4317,24,4328,4671,65,15,50,278,44,117,117,4557,4606,39,4686,4686,0,4686,4482,0,4462,5132,5132,0,5132,5132,0,5132,5132,0,5132,5169,5156,5146,5499,105,88,16,92,114,10,114,54,54,0,54,1,0,0,0,0,447,0,0,0,447,451,654,0,7947,7951,0,0,0,0,0,7947,7947,7947,10049,10053,0,10049,10049,10049,9928,9928,10497,0,0,0,10501,10497,10497,10497,0,10406,10497,0,0,0,0,0,10406,10406,10406
330,28Feb1949,395,408,300,3396,3394,3594,2,0,2,0,2,4478,189,416,279,5630,0,0,0,5682,51,5702,6308,195,43,152,411,77,157,177,6240,6354,86,6455,6455,0,6455,5985,0,5985,6284,6284,0,6284,6284,0,6284,6284,0,6284,6350,6343,6343,6827,2606,2586,20,2591,68,28,68,34,34,0,34,0,0,0,0,0,110,0,0,0,110,209,822,0,11849,11948,0,0,0,0,0,11849,11849,11849,14085,14184,0,14085,14085,14085,13938,13938,14567,0,0,0,14666,14567,14567,14567,0,13495,14567,0,0,0,0,0,13495,13495,13495
331,31Mar1949,280,563,300,10313,10312,10512,2,0,2,0,2,16713,1758,3775,669,21389,0,0,0,21519,130,21728,24349,1079,470,609,1542,404,467,671,24329,25270,417,25323,25323,0,25323,29960,0,29960,30661,30661,0,30661,30000,661,30153,18000,12153,21017,21035,21035,21035,21035,692,1182,18,10322,20,524,20,12,12,0,12,0,2778,0,0,0,3821,0,0,0,3821,6085,1105,0,36407,12533,3977,20549,1606,0,0,36407,36407,36407,39802,40322,0,39802,39802,39802,39680,39676,40247,0,0,0,40768,40247,40247,40247,0,22531,21081,16340,2826,0,0,0,22531,22531,22531
332,30Apr1949,466,2398,493,3269,2852,3052,625,60,564,542,23,4795,241,1042,460,5238,0,0,1622,5279,41,5065,6855,960,179,790,853,103,394,451,6418,6558,110,6397,6397,0,6397,6185,983,5993,7200,7200,0,7200,7200,0,7200,7200,0,7200,6896,6753,6656,7202,4,0,4,1,455,30,455,177,177,0,177,0,185,382,297,85,0,892,785,107,64,64,2839,0,10057,10057,0,0,0,0,0,9694,9631,9609,11744,11744,0,11744,11744,11744,11283,10711,12025,0,0,0,12025,12025,12025,12025,0,11111,12025,0,0,0,0,0,11111,11111,11111
333,31May1949,4166,2981,4189,7078,6713,6913,532,51,481,462,19,7894,127,422,433,8314,0,0,879,8325,11,7818,8652,363,67,304,493,87,349,246,6580,6651,43,6819,6819,0,6819,6563,1099,5642,6176,6176,0,6176,6176,0,6176,6176,0,6176,6298,5502,4974,5568,92,92,0,92,2107,28,2107,827,827,0,827,0,259,802,643,159,0,1667,1467,200,68,68,3536,0,8908,9213,0,0,0,0,0,8537,8420,8378,13652,13957,0,13957,13957,13652,13487,13272,14580,0,0,0,14885,14885,14885,14580,0,12760,14580,0,0,0,0,0,12890,12890,12890
334,30Jun1949,2353,2181,2120,10249,9551,9869,1017,98,919,883,36,10375,56,183,267,10591,0,0,2894,10595,4,9619,9779,89,19,78,91,42,192,137,7112,7152,28,7267,7267,0,7267,6709,771,5517,6450,6450,0,6450,6450,0,6450,6450,0,6450,6557,5444,4715,5851,9,9,0,9,2713,12,2713,1099,1099,0,1099,0,313,927,713,213,0,2238,1970,269,68,68,3404,0,11035,12533,1077,0,0,0,0,10518,10360,10304,13549,14534,0,14564,14564,13549,12980,12565,14152,0,0,0,15138,15167,15167,14152,0,12105,14152,0,0,0,0,0,12442,12442,12442
335,31Jul1949,2600,2175,1102,13071,12326,12476,1085,105,980,943,37,12746,24,66,180,12925,0,0,2787,12926,1,11857,11846,8,5,11,0,29,103,93,9359,9391,22,9478,9478,0,9478,8797,0,7695,8259,8259,0,8259,8259,0,8259,8259,0,8259,8291,7192,6486,7450,4,4,0,4,2538,11,2538,1040,1040,0,1040,0,331,973,742,231,0,2418,2128,290,48,48,1347,0,14204,12533,1581,0,0,0,0,13720,13551,13490,15713,15294,0,14979,14979,14979,15514,15149,16710,0,0,0,15932,15976,15976,15976,0,5000,16710,0,0,0,0,0,5000,5000,5000
336,31Aug1949,2944,2034,870,9718,9051,9201,972,94,878,844,34,9430,21,41,168,9718,0,0,2266,9718,0,8868,8846,0,2,3,0,30,89,86,6970,6990,20,7029,7029,0,7029,6494,2045,5716,6031,6031,0,6031,6031,0,6031,6031,0,6031,5954,5180,4690,5481,7,7,0,7,1917,0,1917,784,784,0,784,0,271,799,629,171,0,1789,1574,215,54,54,1639,0,6976,6555,0,0,0,0,0,6581,6455,6410,9006,7970,0,7970,7970,7970,8829,8659,10052,0,0,0,8721,8721,8721,8721,0,5000,10052,0,0,0,0,0,5000,5000,5000
337,30Sep1949,2224,1354,870,5315,4791,4941,763,74,690,662,27,5180,25,43,171,5384,0,0,0,5385,1,5192,5183,0,1,1,16,30,85,82,4581,4624,20,4722,4722,0,4722,4258,0,4113,4867,4867,0,4867,4867,0,4867,4867,0,4867,4857,4666,4566,5255,79,79,0,79,630,23,630,250,250,0,250,0,191,561,470,91,0,960,844,115,59,59,1758,0,8071,7934,0,0,0,0,0,7837,7770,7746,9443,9306,0,9306,9306,9306,9080,8977,10070,0,0,0,9933,9933,9933,9933,0,5000,10070,0,0,0,0,0,5000,5000,5000
