A,,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM
231,31Dec1940,4,0,2748,2738,2624,0,0,0,0,0,0,0,2609,2556,2090,0,0,0,0,0,0,0,2090,2090,2081,2081,0,0,0,0,0,0,0,2069,2069,2069,2066,2066,2066,0,0,0,0,0,0,0,2063,2056,2055,2055,52,50,43,28,1454,601,1454,1385,1375,1374,1370,1342,1339,1085,974,606,535,535,524,523,601,600,600,595,593,34,74,2000,77,248,54,37,0,0,0,13,7,0,0,0,7,0,0,0,0,0,0
232,31Jan1941,5,0,1654,1654,1654,0,0,0,0,0,0,0,1620,1544,1461,0,0,0,0,0,0,0,1461,1461,1453,1453,0,0,0,0,0,0,0,1445,1445,1445,1433,1433,1433,0,0,0,0,0,0,0,1430,1412,1411,1411,77,63,63,22,678,732,678,573,548,548,545,412,409,327,299,177,143,143,131,130,732,731,731,730,728,105,42,5024,77,202,55,37,0,0,0,15,10,0,0,0,10,0,0,0,0,0,0
233,28Feb1941,8,0,2219,2219,2219,0,0,0,0,0,0,0,2174,2047,1807,0,0,0,0,0,0,0,1807,1807,1798,1798,0,0,0,0,0,0,0,1787,1787,1787,1769,1769,1769,0,0,0,0,0,0,0,1766,1747,1746,1746,126,101,88,40,1034,712,1034,894,854,853,849,718,715,594,561,337,296,293,287,285,712,710,710,708,707,109,40,7573,518,612,382,254,0,0,0,115,80,0,0,0,80,0,0,0,0,0,0
234,31Mar1941,8,0,2398,2398,2398,0,0,0,0,0,0,0,2368,2265,1835,0,0,0,0,0,0,0,1835,1835,1825,1825,0,0,0,0,0,0,0,1823,1823,1823,1803,1803,1803,0,0,0,0,0,0,0,1800,1770,1768,1768,103,79,62,37,1020,748,1020,939,902,900,896,832,829,798,786,500,416,385,370,369,748,746,746,742,740,50,106,3161,1444,619,1159,881,0,0,0,521,391,0,0,0,391,0,0,0,0,0,0
235,30Apr1941,11,0,2859,2859,2859,0,0,0,0,0,0,0,2840,2720,2197,0,0,0,0,0,0,0,2197,2197,2183,2183,0,0,0,0,0,0,0,2181,2181,2181,2130,2130,2130,0,0,0,0,0,0,0,2125,2054,2052,2052,120,73,52,37,1178,873,1178,1117,1088,1085,1079,1049,1044,1004,993,538,457,423,404,403,873,871,871,862,859,35,73,3278,2887,0,2333,1767,0,0,0,1066,810,0,0,0,810,0,0,0,0,0,0
236,31May1941,15,0,3793,3792,3707,0,0,0,0,0,0,0,3673,3407,2646,0,0,0,0,0,0,0,2646,2646,2626,2626,0,0,0,0,0,0,0,2618,2618,2618,2408,2896,2896,0,0,0,0,0,0,0,2890,2773,2770,2770,266,121,105,83,1795,976,1795,1536,1502,1499,1490,1458,1451,1235,1124,658,542,494,475,473,976,972,972,956,952,44,131,6978,2271,123,1737,1117,0,0,0,627,495,0,0,0,495,0,0,0,0,0,0
237,30Jun1941,24,0,5781,5762,5534,0,0,0,0,0,0,0,5481,5135,2426,0,0,0,0,0,0,0,2426,2426,2401,2401,0,0,0,0,0,0,0,2393,2393,2393,2157,2644,2644,0,0,0,0,0,0,0,2637,2480,2476,2476,346,92,75,56,1553,923,1553,1412,1372,1368,1358,1315,1306,1245,1215,748,627,580,560,557,923,919,919,902,897,56,158,2616,4028,135,3139,2201,0,0,0,1221,919,0,0,0,919,0,0,0,0,0,0
238,31Jul1941,26,0,6505,6481,6263,0,0,0,0,0,0,0,6195,5858,3075,0,0,0,0,0,0,0,3075,3075,3047,3047,0,0,0,0,0,0,0,3035,3035,3035,2795,2795,2795,0,0,0,0,0,0,0,2787,2623,2619,2619,336,88,71,52,1678,941,1678,1511,1484,1480,1468,1405,1395,1305,1270,835,684,636,616,613,941,937,937,913,907,64,209,1873,3429,145,2557,1692,0,0,0,771,535,0,0,0,535,0,0,0,0,0,0
239,31Aug1941,22,0,6621,6597,6381,0,0,0,0,0,0,0,6313,6004,3096,0,0,0,0,0,0,0,3096,3096,3073,3073,0,0,0,0,0,0,0,3063,3063,3063,2809,2809,2809,0,0,0,0,0,0,0,2802,2651,2648,2648,308,91,75,55,1717,931,1717,1543,1528,1524,1514,1451,1443,1277,1228,807,640,593,576,573,931,928,928,906,901,63,204,3508,3077,119,2290,1517,0,0,0,685,473,0,0,0,473,0,0,0,0,0,0
240,30Sep1941,9,0,5780,5756,5600,0,0,0,0,0,0,0,5529,5283,3017,0,0,0,0,0,0,0,3017,3017,2994,2994,0,0,0,0,0,0,0,2932,2932,2932,2738,2738,2738,0,0,0,0,0,0,0,2731,2615,2612,2612,247,101,84,65,1709,902,1709,1556,1545,1541,1531,1426,1419,1219,1156,780,609,562,543,540,902,898,898,881,877,58,179,1750,1896,72,1405,932,0,0,0,421,290,0,0,0,290,0,0,0,0,0,0
241,31Oct1941,5,0,4871,4850,4814,0,0,0,0,0,0,0,4764,4621,2730,0,0,0,0,0,0,0,2730,2730,2714,2714,0,0,0,0,0,0,0,2670,2670,2670,2560,2560,2560,0,0,0,0,0,0,0,2555,2490,2488,2488,142,84,67,49,1668,820,1668,1554,1523,1520,1514,1329,1324,1164,1103,685,520,472,452,450,820,817,817,806,803,42,135,1500,766,25,555,374,0,0,0,154,99,0,0,0,99,0,0,0,0,0,0
242,30Nov1941,4,0,4620,4610,4520,0,0,0,0,0,0,0,4467,4385,2430,0,0,0,0,0,0,0,2430,2430,2418,2338,0,0,0,0,0,0,0,2316,2316,2316,2250,2250,2250,0,0,0,0,0,0,0,2247,2209,2208,2208,82,56,39,23,1508,700,1508,1415,1383,1380,1375,1318,1314,1157,1093,727,549,508,489,488,700,698,698,660,657,34,181,4059,235,564,160,111,0,0,0,41,24,0,0,0,24,0,0,0,0,0,0
243,31Dec1941,4,0,2929,2918,2696,0,0,0,0,0,0,0,2661,2577,1474,0,0,0,0,0,0,0,1474,1474,1465,1465,0,0,0,0,0,0,0,1453,1453,1453,1419,1435,1435,0,0,0,0,0,0,0,1432,1399,1398,1398,85,59,43,28,1043,355,1043,986,955,953,949,912,909,744,683,424,341,324,307,306,355,353,353,336,334,23,113,5867,190,209,142,93,0,0,0,48,36,0,0,0,36,0,0,0,0,0,0
244,31Jan1942,5,0,4409,4409,4409,0,0,0,0,0,0,0,4320,4055,3567,0,0,0,0,0,0,0,3567,3567,3559,3559,0,0,0,0,0,0,0,3551,3551,3551,3482,3482,3482,0,0,0,0,0,0,0,3480,3433,3432,3432,265,197,183,97,2468,964,2468,2024,2010,2009,2005,1748,1745,1168,963,562,480,480,448,447,964,963,963,962,960,335,136,9370,515,923,425,359,0,0,0,212,152,0,0,0,152,0,0,0,0,0,0
245,28Feb1942,8,0,4811,4811,4811,0,0,0,0,0,0,0,4721,4437,3818,0,0,0,0,0,0,0,3818,3818,3808,3808,0,0,0,0,0,0,0,3797,3797,3797,3725,3725,3725,0,0,0,0,0,0,0,3722,3667,3665,3665,284,203,187,101,2599,1066,2599,2144,2111,2109,2105,1844,1840,1333,1148,670,587,580,554,553,1066,1064,1064,1063,1061,331,158,9935,1825,516,1490,1231,0,0,0,698,494,0,0,0,494,0,0,0,0,0,0
246,31Mar1942,8,0,3630,3630,3630,0,0,0,0,0,0,0,3586,3439,2917,0,0,0,0,0,0,0,2917,2917,2907,2907,0,0,0,0,0,0,0,2905,2905,2905,2865,2865,2865,0,0,0,0,0,0,0,2862,2819,2817,2817,147,107,93,55,1713,1104,1713,1529,1499,1497,1492,1386,1382,1202,1141,690,592,557,535,533,1104,1102,1102,1098,1096,123,175,1750,873,139,664,428,0,0,0,240,190,0,0,0,190,0,0,0,0,0,0
247,30Apr1942,11,0,2801,2801,2801,0,0,0,0,0,0,0,2786,2672,2192,0,0,0,0,0,0,0,2192,2192,2178,2178,0,0,0,0,0,0,0,2176,2176,2176,2132,2132,2132,0,0,0,0,0,0,0,2128,2060,2058,2058,114,74,52,36,1203,855,1203,1149,1127,1124,1118,1088,1083,1043,1035,574,498,472,453,451,855,853,853,843,840,39,77,6053,1724,0,1318,847,0,0,0,479,380,0,0,0,380,0,0,0,0,0,0
248,31May1942,15,0,3473,3472,3393,0,0,0,0,0,0,0,3362,3154,2464,0,0,0,0,0,0,0,2464,2464,2444,2444,0,0,0,0,0,0,0,2436,2436,2436,2240,2240,2240,0,0,0,0,0,0,0,2234,2126,2123,2123,208,75,62,46,1227,896,1227,1131,1103,1100,1091,1061,1054,1041,1027,602,495,451,434,432,896,893,893,879,875,39,119,7330,3236,122,2579,1934,0,0,0,1109,824,0,0,0,824,0,0,0,0,0,0
249,30Jun1942,24,0,5736,5719,5506,0,0,0,0,0,0,0,5459,5147,2666,0,0,0,0,0,0,0,2666,2666,2641,2641,0,0,0,0,0,0,0,2633,2633,2633,2413,2413,2413,0,0,0,0,0,0,0,2405,2261,2257,2257,312,80,66,49,1411,846,1411,1287,1253,1249,1238,1199,1190,1139,1113,687,577,533,515,512,846,842,842,823,818,50,147,5841,4071,135,3184,2310,0,0,0,1253,916,0,0,0,916,0,0,0,0,0,0
250,31Jul1942,26,0,5949,5927,5723,0,0,0,0,0,0,0,5662,5359,2809,0,0,0,0,0,0,0,2809,2809,2781,2781,0,0,0,0,0,0,0,2769,2769,2769,2546,2546,2546,0,0,0,0,0,0,0,2538,2387,2382,2382,303,76,63,46,1521,861,1521,1373,1350,1346,1334,1276,1266,1193,1163,765,627,583,565,562,861,857,857,833,828,57,193,2746,3286,145,2444,1621,0,0,0,725,496,0,0,0,496,0,0,0,0,0,0
251,31Aug1942,22,0,6044,6022,5820,0,0,0,0,0,0,0,5759,5482,2817,0,0,0,0,0,0,0,2817,2817,2794,2794,0,0,0,0,0,0,0,2784,2784,2784,2548,2548,2548,0,0,0,0,0,0,0,2541,2402,2398,2398,277,79,66,49,1546,852,1546,1392,1379,1376,1366,1307,1299,1167,1125,741,588,545,529,526,852,849,849,827,822,56,189,3557,2875,119,2131,1417,0,0,0,622,420,0,0,0,420,0,0,0,0,0,0
252,30Sep1942,9,0,5263,5241,5096,0,0,0,0,0,0,0,5033,4812,2741,0,0,0,0,0,0,0,2741,2741,2718,2718,0,0,0,0,0,0,0,2656,2656,2656,2475,2475,2475,0,0,0,0,0,0,0,2468,2361,2358,2358,221,87,74,57,1534,824,1534,1397,1389,1385,1375,1277,1270,1112,1058,714,559,515,498,495,824,821,821,803,799,52,165,1750,1601,72,1171,787,0,0,0,322,205,0,0,0,205,0,0,0,0,0,0
253,31Oct1942,5,0,4412,4392,4359,0,0,0,0,0,0,0,4313,4188,2462,0,0,0,0,0,0,0,2462,2462,2446,2446,0,0,0,0,0,0,0,2402,2402,2402,2299,2299,2299,0,0,0,0,0,0,0,2295,2235,2232,2232,126,72,59,43,1498,735,1498,1397,1370,1368,1361,1190,1185,1062,1010,628,477,434,415,413,735,732,732,720,717,37,125,1500,557,25,389,271,0,0,0,86,41,0,0,0,41,0,0,0,0,0,0
254,30Nov1942,4,0,4105,4095,4011,0,0,0,0,0,0,0,3964,3892,2108,0,0,0,0,0,0,0,2108,2108,2096,2096,0,0,0,0,0,0,0,2073,2073,2073,2013,2013,2013,0,0,0,0,0,0,0,2009,1975,1973,1973,72,48,34,20,1347,626,1347,1264,1237,1235,1230,1177,1172,1054,999,664,503,464,447,446,626,624,624,588,586,30,165,5207,139,651,89,63,0,0,0,23,13,0,0,0,13,0,0,0,0,0,0
255,31Dec1942,4,0,2644,2634,2426,0,0,0,0,0,0,0,2396,2321,1315,0,0,0,0,0,0,0,1315,1315,1307,1307,0,0,0,0,0,0,0,1295,1295,1295,1263,1263,1263,0,0,0,0,0,0,0,1260,1229,1228,1228,74,51,38,25,925,303,925,874,848,846,843,808,805,676,624,387,312,296,281,280,303,301,301,286,285,21,103,4904,94,284,66,46,0,0,0,16,8,0,0,0,8,0,0,0,0,0,0
256,31Jan1943,5,0,4179,4179,4179,0,0,0,0,0,0,0,4105,3887,3554,0,0,0,0,0,0,0,3554,3554,3546,3546,0,0,0,0,0,0,0,3538,3538,3538,3473,3473,3473,0,0,0,0,0,0,0,3470,3421,3419,3419,218,162,159,82,1981,1439,1981,1592,1586,1586,1582,1333,1330,899,733,413,344,344,314,313,1439,1438,1438,1437,1435,307,63,10873,90,828,63,44,0,0,0,14,7,0,0,0,7,0,0,0,0,0,0
257,28Feb1943,8,0,4727,4727,4727,0,0,0,0,0,0,0,4641,4365,3760,0,0,0,0,0,0,0,3760,3760,3750,3750,0,0,0,0,0,0,0,3739,3739,3739,3672,3672,3672,0,0,0,0,0,0,0,3669,3616,3614,3614,275,197,180,98,2390,1224,2390,1959,1923,1922,1918,1672,1668,1154,979,577,497,490,466,465,1224,1223,1223,1221,1219,312,125,7043,1932,573,1588,1336,0,0,0,761,537,0,0,0,537,0,0,0,0,0,0
258,31Mar1943,8,0,4402,4181,3685,0,0,0,0,0,0,0,3525,3325,2836,0,0,0,0,0,0,0,2836,2836,2825,2825,0,0,0,0,0,0,0,2823,2823,2823,2744,2744,2744,0,0,0,0,0,0,0,2741,2704,2702,2702,200,167,125,85,1544,1158,1544,1317,1293,1291,1286,1185,1182,1002,946,589,500,478,456,455,1158,1156,1156,1152,1150,120,114,10545,453,1563,320,222,0,0,0,70,33,0,0,0,33,0,0,0,0,0,0
259,30Apr1943,11,0,2815,2815,2815,0,0,0,0,0,0,0,2791,2662,2059,0,0,0,0,0,0,0,2059,2059,2046,2046,0,0,0,0,0,0,0,2043,2043,2043,1980,1980,1980,0,0,0,0,0,0,0,1976,1895,1893,1893,129,72,56,39,1200,694,1200,1127,1091,1087,1081,1049,1044,1037,1020,539,448,402,382,381,694,691,691,681,678,34,78,5429,1330,14,996,654,0,0,0,322,235,0,0,0,235,0,0,0,0,0,0
260,31May1943,15,0,3207,3205,3122,0,0,0,0,0,0,0,3089,2864,2127,0,0,0,0,0,0,0,2127,2127,2107,2107,0,0,0,0,0,0,0,2099,2099,2099,1894,2382,2382,0,0,0,0,0,0,0,2375,2261,2258,2258,225,84,68,51,1308,950,1308,1204,1174,1170,1161,1130,1123,1108,1092,640,527,481,462,460,950,947,947,931,927,44,127,3772,2971,125,2358,1792,0,0,0,995,723,0,0,0,723,0,0,0,0,0,0
261,30Jun1943,24,0,5605,5586,5361,0,0,0,0,0,0,0,5310,4976,2339,0,0,0,0,0,0,0,2339,2339,2314,2314,0,0,0,0,0,0,0,2305,2305,2305,2074,2562,2562,0,0,0,0,0,0,0,2554,2401,2397,2397,335,88,72,54,1502,895,1502,1367,1330,1326,1316,1274,1265,1207,1179,725,608,562,542,539,895,891,891,875,870,55,152,2121,2965,135,2233,1527,0,0,0,717,497,0,0,0,497,0,0,0,0,0,0
262,31Jul1943,26,0,6327,6304,6088,0,0,0,0,0,0,0,6022,5697,2987,0,0,0,0,0,0,0,2987,2987,2959,2959,0,0,0,0,0,0,0,2947,2947,2947,2712,2712,2712,0,0,0,0,0,0,0,2704,2544,2540,2540,325,84,69,50,1627,914,1627,1466,1440,1437,1425,1363,1354,1268,1234,812,664,618,599,596,914,909,909,885,880,63,203,4752,2899,145,2138,1430,0,0,0,596,386,0,0,0,386,0,0,0,0,0,0
263,31Aug1943,22,0,6439,6415,6202,0,0,0,0,0,0,0,6136,5839,3007,0,0,0,0,0,0,0,3007,3007,2984,2984,0,0,0,0,0,0,0,2974,2974,2974,2725,2725,2725,0,0,0,0,0,0,0,2718,2571,2568,2568,298,88,72,53,1662,905,1662,1495,1481,1478,1468,1406,1398,1241,1193,785,623,577,560,557,905,901,901,880,875,62,198,2620,2539,119,1869,1251,0,0,0,521,336,0,0,0,336,0,0,0,0,0,0
264,30Sep1943,9,0,5620,5596,5442,0,0,0,0,0,0,0,5374,5136,2933,0,0,0,0,0,0,0,2933,2933,2910,2910,0,0,0,0,0,0,0,2848,2848,2848,2658,2658,2658,0,0,0,0,0,0,0,2651,2538,2535,2535,238,97,81,62,1657,878,1657,1509,1500,1495,1486,1383,1375,1186,1125,760,594,548,529,527,878,874,874,856,851,57,175,2940,1418,72,1031,696,0,0,0,273,167,0,0,0,167,0,0,0,0,0,0
265,31Oct1943,5,0,4724,4703,4668,0,0,0,0,0,0,0,4619,4482,2645,0,0,0,0,0,0,0,2645,2645,2630,2630,0,0,0,0,0,0,0,2586,2586,2586,2477,2477,2477,0,0,0,0,0,0,0,2473,2409,2407,2407,137,80,65,48,1615,792,1615,1505,1476,1474,1468,1288,1283,1132,1073,667,506,460,440,438,792,789,789,778,775,41,132,1500,496,25,349,240,0,0,0,86,48,0,0,0,48,0,0,0,0,0,0
266,30Nov1943,4,0,6432,6422,6333,0,0,0,0,0,0,0,6282,6203,4304,0,0,0,0,0,0,0,4304,4304,4292,2262,0,0,0,0,0,0,0,2239,2239,2239,2175,2175,2175,0,0,0,0,0,0,0,2171,2135,2133,2133,79,53,37,22,1457,676,1457,1368,1338,1336,1330,1275,1271,1124,1063,706,534,493,475,474,676,674,674,636,634,33,176,2000,129,109,82,58,0,0,0,22,13,0,0,0,13,0,0,0,0,0,0
267,31Dec1943,4,0,2851,2840,2620,0,0,0,0,0,0,0,2588,2506,1435,0,0,0,0,0,0,0,1435,1435,1426,1426,0,0,0,0,0,0,0,1414,1414,1414,1381,1381,1381,0,0,0,0,0,0,0,1378,1346,1344,1344,82,57,41,27,1006,338,1006,951,923,921,917,880,878,723,663,412,332,315,298,297,338,336,336,319,318,23,110,2000,85,31,59,41,0,0,0,14,7,0,0,0,7,0,0,0,0,0,0
268,31Jan1944,5,0,1824,1824,1824,0,0,0,0,0,0,0,1806,1715,1390,0,0,0,0,0,0,0,1390,1390,1382,1382,0,0,0,0,0,0,0,1374,1374,1374,1321,1321,1321,0,0,0,0,0,0,0,1319,1242,1241,1241,91,34,34,16,948,293,948,850,850,850,846,788,785,344,169,101,86,86,79,78,293,291,291,290,289,75,29,1400,85,0,59,41,0,0,0,14,7,0,0,0,7,0,0,0,0,0,0
269,29Feb1944,8,0,1859,1859,1859,0,0,0,0,0,0,0,1840,1749,1440,0,0,0,0,0,0,0,1440,1440,1431,1431,0,0,0,0,0,0,0,1420,1420,1420,1369,1369,1369,0,0,0,0,0,0,0,1366,1293,1292,1292,91,36,36,17,943,349,943,838,838,838,834,771,768,347,180,108,91,91,84,83,349,347,347,346,344,80,30,1400,648,0,488,318,0,0,0,165,124,0,0,0,124,0,0,0,0,0,0
270,31Mar1944,8,0,1739,1739,1739,0,0,0,0,0,0,0,1718,1644,1528,0,0,0,0,0,0,0,1528,1528,1518,1518,0,0,0,0,0,0,0,1516,1516,1516,1499,1499,1499,0,0,0,0,0,0,0,1495,1465,1463,1463,75,56,56,31,728,735,728,620,611,611,606,529,525,361,295,199,168,168,155,154,735,734,734,730,728,88,78,1584,560,39,400,274,0,0,0,94,50,0,0,0,50,0,0,0,0,0,0
271,30Apr1944,11,0,2781,2781,2781,0,0,0,0,0,0,0,2754,2643,2576,0,0,0,0,0,0,0,2576,2576,2562,2562,0,0,0,0,0,0,0,2560,2560,2560,2541,2541,2541,0,0,0,0,0,0,0,2537,2490,2488,2488,111,93,79,47,1135,1353,1135,1007,994,993,987,895,890,845,845,427,364,364,340,339,1353,1350,1350,1341,1338,117,73,956,1022,59,734,503,0,0,0,172,90,0,0,0,90,0,0,0,0,0,0
272,31May1944,15,0,3215,3213,3205,0,0,0,0,0,0,0,3178,3012,2706,0,0,0,0,0,0,0,2706,2706,2686,2686,0,0,0,0,0,0,0,2678,2678,2678,2633,2633,2633,0,0,0,0,0,0,0,2627,2548,2545,2545,166,97,82,50,1319,1225,1319,1147,1123,1120,1112,1020,1013,997,997,559,488,482,461,458,1225,1222,1222,1206,1202,126,90,1518,1418,125,1021,699,0,0,0,238,125,0,0,0,125,0,0,0,0,0,0
273,30Jun1944,24,0,4296,4281,4085,0,0,0,0,0,0,0,4041,3819,2953,0,0,0,0,0,0,0,2953,2953,2928,2928,0,0,0,0,0,0,0,2920,2920,2920,2739,2739,2739,0,0,0,0,0,0,0,2731,2614,2610,2610,222,92,86,53,1453,1157,1453,1246,1232,1230,1219,1106,1097,1079,1079,630,555,514,493,490,1157,1153,1153,1136,1131,144,93,2168,2071,135,1494,1022,0,0,0,348,182,0,0,0,182,0,0,0,0,0,0
274,31Jul1944,26,0,4266,4248,4049,0,0,0,0,0,0,0,3974,3724,2636,0,0,0,0,0,0,0,2636,2636,2608,2608,0,0,0,0,0,0,0,2596,2596,2596,2410,2410,2410,0,0,0,0,0,0,0,2401,2285,2280,2280,250,86,86,53,1619,661,1619,1388,1372,1369,1358,1232,1223,1201,1201,733,640,599,581,578,661,657,657,633,628,151,97,2577,2173,145,1567,1072,0,0,0,365,191,0,0,0,191,0,0,0,0,0,0
275,31Aug1944,22,0,5039,5031,4931,0,0,0,0,0,0,0,4849,4649,3761,0,0,0,0,0,0,0,3761,3761,3738,2636,0,0,0,0,0,0,0,2626,2626,2626,2505,2505,2505,0,0,0,0,0,0,0,2498,2412,2409,2409,200,86,86,54,1811,598,1811,1560,1535,1533,1523,1412,1405,1286,1286,839,740,699,682,679,598,594,594,572,567,150,98,2000,1965,119,1415,968,0,0,0,330,173,0,0,0,173,0,0,0,0,0,0
276,30Sep1944,9,0,3219,3211,3200,0,0,0,0,0,0,0,3149,2998,2476,0,0,0,0,0,0,0,2476,2476,2453,2453,0,0,0,0,0,0,0,2391,2391,2391,2282,2282,2282,0,0,0,0,0,0,0,2275,2219,2216,2216,151,86,86,54,1719,497,1719,1488,1480,1478,1468,1342,1334,1132,1132,805,699,661,644,641,497,493,493,475,471,146,95,1586,1049,72,749,514,0,0,0,177,94,0,0,0,94,0,0,0,0,0,0
277,31Oct1944,5,0,2595,2591,2583,0,0,0,0,0,0,0,2559,2493,2184,0,0,0,0,0,0,0,2184,2184,2169,2169,0,0,0,0,0,0,0,2125,2125,2125,2067,2067,2067,0,0,0,0,0,0,0,2062,2041,2039,2039,66,51,45,31,1424,615,1424,1327,1320,1319,1313,1232,1227,1056,984,560,473,452,444,443,615,613,613,600,597,50,81,879,378,25,262,182,0,0,0,64,35,0,0,0,35,0,0,0,0,0,0
278,30Nov1944,4,0,1871,1867,1854,0,0,0,0,0,0,0,1838,1804,1571,0,0,0,0,0,0,0,1571,1571,1559,1559,0,0,0,0,0,0,0,1536,1536,1536,1517,1517,1517,0,0,0,0,0,0,0,1514,1505,1504,1504,34,34,28,17,1016,487,1016,936,931,930,925,874,870,699,573,296,217,217,209,208,487,486,486,458,456,40,57,784,108,300,67,48,0,0,0,19,11,0,0,0,11,0,0,0,0,0,0
279,31Dec1944,4,0,1706,1703,1666,0,0,0,0,0,0,0,1647,1612,1403,0,0,0,0,0,0,0,1403,1403,1394,1394,0,0,0,0,0,0,0,1382,1382,1382,1381,1381,1381,0,0,0,0,0,0,0,1378,1375,1374,1374,36,36,30,20,980,394,980,933,928,927,923,887,884,703,581,317,269,269,262,261,394,393,393,389,387,27,52,2357,65,105,45,31,0,0,0,11,6,0,0,0,6,0,0,0,0,0,0
280,31Jan1945,5,0,803,803,803,0,0,0,0,0,0,0,784,738,709,0,0,0,0,0,0,0,709,709,701,701,0,0,0,0,0,0,0,693,693,693,689,689,689,0,0,0,0,0,0,0,686,680,678,678,46,42,28,9,324,354,324,279,270,270,267,224,222,183,166,99,82,82,76,75,354,353,353,352,350,24,27,1568,65,0,45,31,0,0,0,11,6,0,0,0,6,0,0,0,0,0,0
281,28Feb1945,8,0,847,847,847,0,0,0,0,0,0,0,829,784,756,0,0,0,0,0,0,0,756,756,746,746,0,0,0,0,0,0,0,735,735,735,731,731,731,0,0,0,0,0,0,0,728,721,719,719,45,41,27,9,334,385,334,287,279,279,275,234,230,192,176,98,83,83,79,78,385,383,383,381,380,22,26,9343,349,770,246,171,0,0,0,54,25,0,0,0,25,0,0,0,0,0,0
282,31Mar1945,8,0,4164,3943,3447,0,0,0,0,0,0,0,3311,3184,3026,0,0,0,0,0,0,0,3026,3026,3016,3016,0,0,0,0,0,0,0,3014,3014,3014,2420,2420,2420,0,0,0,0,0,0,0,2417,2403,2402,2402,127,120,81,60,835,1567,835,651,623,622,617,574,571,522,516,389,349,349,337,336,1567,1565,1565,1562,1560,29,142,1750,848,216,641,416,0,0,0,221,170,0,0,0,170,0,0,0,0,0,0
283,30Apr1945,11,0,2665,2665,2665,0,0,0,0,0,0,0,2650,2519,2033,0,0,0,0,0,0,0,2033,2033,2019,2019,0,0,0,0,0,0,0,2017,2017,2017,1977,1977,1977,0,0,0,0,0,0,0,1973,1905,1903,1903,131,94,60,42,1274,629,1274,1219,1194,1192,1186,1154,1149,1141,1136,644,565,542,521,520,629,627,627,616,613,45,84,1500,1695,74,1295,833,0,0,0,469,370,0,0,0,370,0,0,0,0,0,0
284,31May1945,15,0,3537,3535,3483,0,0,0,0,0,0,0,3464,3244,2527,0,0,0,0,0,0,0,2527,2527,2507,2507,0,0,0,0,0,0,0,2499,2499,2499,2357,2357,2357,0,0,0,0,0,0,0,2351,2241,2238,2238,220,104,76,58,1369,868,1369,1259,1237,1233,1225,1194,1187,1174,1169,702,605,576,555,553,868,865,865,850,846,58,104,4387,2153,126,1637,1059,0,0,0,570,440,0,0,0,440,0,0,0,0,0,0
285,30Jun1945,24,0,5442,5423,5179,0,0,0,0,0,0,0,5136,4805,2963,0,0,0,0,0,0,0,2963,2963,2938,2938,0,0,0,0,0,0,0,2930,2930,2930,2658,2658,2658,0,0,0,0,0,0,0,2650,2497,2493,2493,331,97,79,60,1636,857,1636,1486,1462,1458,1447,1393,1385,1353,1343,847,744,692,670,667,857,853,853,833,828,74,122,1949,3127,135,2355,1560,0,0,0,760,550,0,0,0,550,0,0,0,0,0,0
286,31Jul1945,26,0,5767,5744,5509,0,0,0,0,0,0,0,5424,5098,3109,0,0,0,0,0,0,0,3109,3109,3081,3081,0,0,0,0,0,0,0,3069,3069,3069,2804,2804,2804,0,0,0,0,0,0,0,2795,2637,2632,2632,326,79,73,53,1853,779,1853,1669,1648,1644,1632,1556,1547,1421,1380,878,754,702,685,681,779,774,774,751,745,84,143,3908,3218,145,2392,1587,0,0,0,706,482,0,0,0,482,0,0,0,0,0,0
287,31Aug1945,22,0,6448,6429,6247,0,0,0,0,0,0,0,6160,5868,3932,0,0,0,0,0,0,0,3932,3932,3909,3108,0,0,0,0,0,0,0,3098,3098,3098,2894,2894,2894,0,0,0,0,0,0,0,2887,2756,2753,2753,292,81,74,54,1979,774,1979,1773,1752,1749,1739,1678,1670,1483,1422,928,792,740,725,722,774,770,770,748,744,84,143,2551,2817,119,2088,1388,0,0,0,611,413,0,0,0,413,0,0,0,0,0,0
