A,,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM
198,31Mar1937,3547,0,0,327,260,67,0,0,0,312,260,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2546,0,2546,0,972,981,2321,2321,2321,0,2329,1136,800,1586,1559,1559,1700,0,0,0,0,3858,5001,5001,12952,51,77,0,0,0,36,36,0,36,0,0,26,16,16,0,16,0,0,36,51,51,0,11,711,15,26,0,0,15,12989,433,2391,714,1110,1098,1076,1076,696,200,0,2657,2436,2423,2423,260,570,568,424,0,1,144,424,0,144,0,104,0,0,0,0,0,0,0,0,0,0,0,0,3253,0,32883,9357,27453,5431,32132,175,33116,33116,45402,36466,0,20440,0,16026,0,0,0,0,0,-3258,6099,-4070,362,16252,15633,6829,8804,8092,12075,21432,812,5498,5052,5052,7682,337,260,77,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
199,30Apr1937,4419,2,0,268,252,0,16,0,0,40,40,0,0,0,0,184,0,184,0,184,87,87,0,0,0,0,0,0,0,0,0,0,0,4285,0,4285,0,0,102,133,133,133,1313,0,873,700,2169,2141,2124,1000,0,0,0,0,3738,4593,4366,6393,2625,4052,0,721,192,296,1209,1209,0,1685,731,22,9,2821,2821,0,396,0,296,300,1475,1175,20,140,15,1428,0,625,15,7196,647,2742,1292,706,794,780,874,687,200,0,4324,3933,3571,3571,820,2464,587,1601,1875,1,862,438,1163,149,713,0,0,0,0,0,0,0,0,0,0,0,0,0,2425,5,23974,6013,19720,4254,19661,175,19350,19350,30075,22400,2919,8942,0,10540,0,0,0,0,0,-381,5631,-716,539,11944,12218,6048,6170,6323,10873,16886,584,6111,5598,5598,4159,324,252,0,72,0,0,250,0,250,-200,200,200,0,1,0,0,0,0,0,0,0,0,0,0,0
200,31May1937,7166,332,325,233,228,0,5,0,0,40,40,0,0,0,0,471,325,146,0,146,294,294,0,0,0,0,0,0,0,0,0,0,0,2032,0,2032,0,0,378,294,294,309,583,100,4442,700,3140,3114,3088,1000,0,0,0,0,4096,4404,4060,4406,4640,6133,39,437,291,1067,1834,1834,0,2556,1113,22,9,4278,4278,0,601,0,1106,1110,2892,1783,47,147,36,1493,0,948,36,5917,929,3100,1826,775,236,233,553,744,200,0,4356,6158,5682,5682,661,3353,568,2149,2783,1,1202,424,1725,144,1057,0,0,0,0,0,0,0,0,0,0,0,0,0,4690,5,15733,7932,12568,3165,12461,175,11894,11894,17186,10372,0,7273,0,3099,0,0,0,0,0,-3500,4017,-4082,237,9951,10452,4779,5673,5973,5479,12996,782,4888,4509,4509,5070,346,228,0,118,0,0,200,0,200,-200,200,200,0,1,0,0,0,0,0,0,0,0,0,0,0
201,30Jun1937,6725,581,572,30,30,0,0,0,0,21,21,0,0,0,0,572,572,0,0,0,352,352,0,0,0,0,0,0,0,0,0,0,0,1436,0,1436,0,0,397,354,354,371,1004,100,2290,700,6592,6555,6530,4511,0,0,0,0,6832,6899,6567,6570,4498,5921,53,292,281,1045,1770,1770,0,2468,1062,20,20,4130,4130,0,580,99,1098,1102,2823,1721,69,0,52,1324,0,915,52,7438,993,2325,1463,857,24,23,367,821,318,0,1402,2149,1974,1974,920,3969,587,2534,3380,2,1433,438,2095,149,1284,0,0,0,0,0,0,0,0,0,0,0,0,0,6979,5,14255,4649,8974,5281,8924,115,8040,8040,11316,0,0,0,0,0,0,0,0,0,0,-3413,1236,-3849,46,7655,8402,2484,5918,6467,3556,8205,436,2673,1883,1883,2524,153,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,31Jul1937,2811,689,678,30,30,0,0,0,0,20,20,0,0,0,0,678,678,0,0,0,426,426,0,0,0,0,0,0,0,0,0,0,0,350,0,350,0,0,390,365,365,384,707,100,2524,700,5315,5252,5226,3116,0,0,0,0,3884,3903,3557,3085,4754,6171,48,119,293,1184,1843,1843,0,2570,1075,26,53,4301,4301,0,604,200,1232,1249,3041,1792,47,0,36,1217,0,953,36,3698,1002,554,1651,735,12,12,380,692,150,0,765,5017,4468,4468,752,4062,568,2589,3492,2,1471,424,2165,144,1327,0,0,0,0,0,0,0,0,0,0,0,0,0,11878,5,15829,7058,9686,6143,9637,97,8608,8608,6500,0,0,0,0,0,0,0,0,0,0,-6753,-1559,-7189,5,5871,6708,1186,5522,6248,-1797,3398,635,1405,969,969,3340,197,197,0,0,0,0,200,0,200,-200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0
203,31Aug1937,1422,554,545,0,0,0,0,0,0,0,0,0,0,0,0,545,545,0,0,0,349,349,0,0,0,0,0,0,0,0,0,0,0,350,0,350,0,0,291,279,279,293,517,100,2391,700,7566,7494,7474,5914,0,0,0,0,6468,6483,6208,5711,3824,4925,48,75,233,984,1470,1470,0,2049,837,26,62,3429,3429,0,481,129,1032,1049,2478,1429,54,0,41,972,0,759,41,6440,982,233,1812,736,12,12,355,695,150,0,668,1779,1599,1599,667,3442,568,2205,2872,2,1236,424,1781,144,1091,0,0,0,0,0,0,0,0,0,0,0,0,0,8467,5,12882,7930,7687,5195,7645,96,6957,6957,4000,0,0,0,0,0,0,0,0,0,0,-7352,240,-7718,172,5494,6108,1284,4824,5256,-2706,4886,686,1430,986,986,5074,127,127,0,0,0,0,320,0,320,-200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0
204,30Sep1937,1455,54,50,257,168,0,89,0,0,40,40,0,0,0,0,244,50,193,0,193,149,149,0,0,0,0,0,0,0,0,0,0,0,350,0,350,0,0,37,78,78,80,283,100,1155,773,2428,2363,2346,1128,0,0,0,0,1678,1664,1433,171,2696,4128,21,0,195,339,1232,1232,0,1717,703,23,51,2874,2874,0,404,676,361,369,1567,1197,139,0,99,757,5,637,104,2752,754,388,1718,767,9,9,149,730,150,0,429,1873,1728,1728,518,2295,587,1496,1706,2,797,438,1058,149,648,34,0,0,0,0,0,0,0,0,0,0,0,0,4244,5,9706,7340,5533,4173,5489,103,5097,5097,3000,0,0,0,0,0,0,0,0,0,0,-6124,1045,-6524,136,4897,5243,1122,4122,4339,-1945,5224,718,1196,1222,1222,2740,334,168,0,166,0,0,318,0,318,-70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0
205,31Oct1937,1238,82,82,25,25,0,0,0,0,19,19,0,0,0,0,82,82,0,0,0,69,69,0,36,18,0,0,0,0,0,0,0,0,350,0,350,0,0,6,0,0,0,46,100,492,800,1874,1839,1839,1741,0,0,0,0,2319,2327,2315,1902,444,511,0,0,10,334,344,63,281,88,23,20,20,147,147,0,16,0,334,338,399,61,128,80,41,67,0,29,41,2179,576,582,1768,832,10,10,46,967,200,0,191,1701,1584,1584,377,1306,568,881,737,1,424,424,457,144,280,148,0,0,0,0,0,0,0,0,0,0,0,0,4308,5,9734,6951,5552,4182,5451,145,5201,5201,4724,724,724,0,0,0,0,0,0,0,0,-5359,1592,-5888,39,5608,5838,1269,4569,4733,-406,6545,654,1328,1340,1340,3191,30,30,0,0,0,0,125,0,125,88,0,0,0,0,88,88,0,0,0,0,0,0,0,0,0
206,30Nov1937,1083,0,0,574,28,14,0,0,532,563,28,14,0,0,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467,0,467,0,314,332,672,672,672,0,690,112,800,3307,3284,3284,1700,0,0,0,0,2782,2822,2822,2671,184,207,0,0,0,180,180,0,180,0,0,22,5,5,0,5,0,0,180,184,184,0,91,425,29,23,0,0,29,2736,511,1086,1661,714,12,10,10,866,200,0,1129,1935,1883,1883,260,589,587,438,0,1,149,438,0,149,0,254,0,0,0,0,0,0,0,0,0,0,0,0,6324,0,26299,11280,21738,4561,23559,175,23394,23394,19106,14606,0,7868,0,6738,0,0,0,0,0,-9369,1911,-10307,175,6116,6215,1190,5025,5130,-4278,7002,1026,1093,1130,1130,6680,581,28,14,0,0,539,87,0,87,71,0,0,0,0,71,71,0,0,0,0,0,0,0,0,0
207,31Dec1937,3382,0,0,2337,98,65,0,0,2174,2302,98,65,0,0,2139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,0,396,0,708,806,1760,1760,1760,0,1857,2268,800,2077,2054,2054,1700,0,0,0,0,5995,6397,6397,12379,91,113,0,0,0,87,87,0,87,0,0,22,5,5,0,5,0,0,87,91,91,0,28,1208,8,22,0,0,8,12422,485,4298,1390,647,356,348,348,705,200,0,4290,6256,6134,6134,248,569,568,424,0,1,144,424,0,144,0,148,0,0,0,0,0,0,0,0,0,0,0,0,16725,260,55135,9339,46764,8370,57320,175,57473,57473,65462,60962,0,40580,0,20382,0,0,0,0,0,-5290,4049,-5947,1204,14139,14108,4030,10078,10099,7851,17189,857,3734,3482,3482,4739,2359,98,65,0,0,2196,200,0,200,-200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0
208,31Jan1938,1898,0,0,806,122,122,0,0,562,757,122,122,0,0,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525,0,525,0,1177,1221,2837,2837,2837,2881,0,1112,800,1333,1315,1315,1700,0,0,0,0,4635,5541,5541,7763,44,62,0,0,0,7,7,0,7,0,0,56,0,0,0,0,0,0,7,44,44,0,20,455,7,18,0,0,7,7820,483,3095,616,732,891,886,886,681,200,0,1763,3206,3076,3076,248,569,568,424,0,1,144,424,0,144,0,83,0,0,0,0,0,0,0,0,0,0,0,0,3530,115,26474,8909,21890,4584,22997,175,23526,23526,26639,20639,0,11125,0,9514,0,0,0,0,0,-5226,3683,-5828,414,9203,9010,3326,5684,5386,3054,11963,802,3178,2987,2987,4309,836,122,122,0,0,592,200,0,200,-200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0
209,28Feb1938,3492,0,0,3467,1080,1621,0,0,766,3421,1080,1621,0,0,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2309,0,2309,0,2031,2199,4994,4994,5000,0,5143,4330,800,9746,9726,9726,10511,0,0,0,0,16461,19674,19674,22188,45,65,0,0,0,7,7,0,7,0,0,58,0,0,0,0,0,0,7,45,45,0,22,1912,7,20,0,0,7,22247,501,6233,898,1235,3143,3109,3109,669,380,0,5038,9883,9845,9845,273,630,629,469,0,1,160,469,0,160,0,91,0,0,0,0,0,0,0,0,0,0,0,0,28967,798,72597,13686,61920,10677,110570,175,112721,112721,140920,127277,0,74987,0,52290,0,0,0,0,0,-1029,12656,-1762,1945,29631,28667,12751,15916,14722,27810,41496,791,9739,11361,11361,9464,3490,1080,1621,0,789,0,58,0,58,57,0,0,0,0,57,57,0,0,0,0,0,0,0,0,0
210,31Mar1938,4489,0,0,3289,260,391,0,0,2638,3267,260,391,0,0,2616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4163,0,4163,0,2126,2135,5069,5069,5069,0,5078,4305,800,18625,18580,18580,19363,0,0,0,0,28838,32073,32073,37560,51,96,0,0,0,36,36,0,36,0,0,33,27,27,0,27,0,0,36,51,51,0,20,1878,7,45,0,0,7,37607,433,9881,1773,1501,3231,3200,3200,1473,200,0,7291,9393,9290,9290,260,570,568,424,0,1,144,424,0,144,0,53,0,0,0,0,0,0,0,0,0,0,0,0,32392,586,71085,9094,60608,10477,127714,175,128404,128404,167706,163706,0,92882,0,70824,0,0,0,0,0,8260,17353,7726,1834,31336,31016,14236,16780,16228,39062,48156,533,12229,16613,16613,7295,3302,260,391,0,0,2651,0,0,0,96,0,0,0,4,96,96,0,0,0,0,0,0,0,0,0
211,30Apr1938,6938,2,0,392,252,140,0,0,0,133,133,0,0,0,0,204,0,204,0,204,76,76,0,0,0,0,0,0,0,0,0,0,0,8000,0,8000,0,0,87,98,98,98,0,2239,1976,700,13796,13769,13756,13116,0,0,0,0,19282,20795,20629,26755,1857,2769,0,387,140,296,824,824,0,1232,391,23,9,1922,1922,0,289,0,296,300,1160,859,20,787,7,912,0,457,7,27303,646,6169,1812,1558,1550,1536,1631,1515,200,0,6063,7136,6785,6785,564,2357,587,1534,1768,1,821,438,1096,149,672,0,0,0,0,0,0,0,0,0,0,0,0,0,10694,120,56609,9574,48044,8565,54402,175,54217,54217,77142,72895,547,39361,0,32987,0,0,0,0,0,1121,9539,831,820,22545,22775,9367,13408,13530,23048,31466,610,9421,10682,10682,6680,456,252,168,0,0,36,320,0,320,-200,200,200,0,5,0,0,0,0,0,0,0,0,0,0,0
212,31May1938,9615,558,549,875,228,341,0,0,306,653,228,341,0,0,84,694,549,146,0,146,430,430,0,0,0,0,0,0,0,0,0,0,0,7726,0,7726,0,0,359,322,322,335,0,1616,5114,700,19370,19343,19319,17333,0,0,0,0,26873,27308,26977,24624,4228,5506,39,259,280,1067,1645,1645,0,2460,791,22,9,3839,3839,0,578,0,1106,1110,2826,1716,47,741,15,1277,0,912,15,25980,928,9544,2053,1030,419,413,733,975,200,0,6532,10028,9574,9574,755,3131,568,2012,2561,1,1118,424,1588,144,973,0,0,0,0,0,0,0,0,0,0,0,0,0,7578,78,53823,10997,45626,8197,46633,175,46166,46166,70271,53642,0,28312,0,25330,0,0,0,0,0,2403,12352,2006,635,22649,23129,10700,12429,12706,24281,34230,717,10808,13643,13643,6680,1015,228,341,0,0,446,320,0,320,-200,200,200,0,1,0,0,0,0,0,0,0,0,0,0,0
213,30Jun1938,14481,1112,1095,30,30,0,0,0,0,21,21,0,0,0,0,1095,1095,0,0,0,675,675,0,0,0,0,0,0,0,0,0,0,0,5073,0,5073,0,0,369,371,371,387,1176,0,6440,700,10830,10793,10763,8203,0,0,0,0,15108,15138,14738,18530,4860,6647,53,421,338,1045,1988,1988,0,2973,946,21,21,4639,4639,0,698,131,1098,1102,3175,2073,69,11,22,1655,0,1102,22,19504,995,6909,1341,943,23,23,367,881,318,0,3931,7413,6846,6846,793,4090,587,2609,3501,2,1479,438,2170,149,1330,0,0,0,0,0,0,0,0,0,0,0,0,0,8440,5,33781,11280,28232,5549,28405,175,27471,27471,37220,25289,0,15663,0,9626,0,0,0,0,0,-4784,6496,-5731,219,16012,16810,9190,7621,8212,10050,21330,947,9392,6728,6728,6680,176,168,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,31Jul1938,7038,1222,1204,0,0,0,0,0,0,0,0,0,0,0,0,1204,1204,0,0,0,756,756,0,0,0,0,0,0,0,0,0,0,0,1223,0,1223,0,0,388,384,384,403,1092,100,4067,700,5445,5382,5355,3044,-488,0,0,0,5358,5391,5020,4926,4700,6171,48,187,314,1184,1843,1843,0,2757,843,27,53,4301,4301,0,648,111,1232,1249,3172,1923,47,18,15,1360,0,1022,15,5539,1003,2331,1423,954,12,12,380,890,150,0,1356,2835,2275,2275,765,4062,568,2589,3492,2,1471,424,2165,144,1327,0,0,0,0,0,0,0,0,0,0,0,0,0,10116,5,14149,10792,8546,5603,8441,153,7427,7427,8000,0,0,0,0,0,0,0,0,0,0,-7581,232,-8298,65,9650,10475,4805,5670,6384,880,8692,918,5021,3576,3576,6192,159,159,0,0,0,0,200,0,200,-200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0
215,31Aug1938,3551,982,969,0,0,0,0,0,0,0,0,0,0,0,0,969,969,0,0,0,620,620,0,0,0,0,0,0,0,0,0,0,0,350,0,350,0,0,311,304,304,319,668,100,2767,700,7594,7522,7500,5782,-488,0,0,0,6666,6753,6458,5922,3781,4925,48,78,250,984,1470,1470,0,2198,653,27,62,3429,3429,0,516,109,1032,1050,2582,1533,54,59,18,1035,0,815,18,6650,983,902,1472,946,12,12,355,884,150,0,843,3738,3243,3243,678,3442,568,2205,2872,2,1236,424,1781,144,1091,0,0,0,0,0,0,0,0,0,0,0,0,0,10980,5,17371,10142,10732,6639,10677,110,10020,10020,7092,651,651,0,0,0,0,0,0,0,0,-8922,-150,-9648,5,7350,7933,1625,6308,6722,-2690,6082,835,1764,1227,1227,5542,127,127,0,0,0,0,110,0,110,-110,110,110,0,0,0,0,0,0,0,0,0,0,0,0,0
216,30Sep1938,1788,170,166,257,168,0,89,0,0,40,40,0,0,0,0,360,166,193,0,193,221,221,0,0,0,0,0,0,0,0,0,0,0,350,0,350,0,0,31,67,67,69,489,100,1369,773,8453,8389,8375,7499,0,0,0,0,7919,7980,7791,6810,2099,3144,21,76,159,339,936,936,0,1400,405,23,51,2185,2185,0,329,341,361,370,1346,976,139,0,45,704,0,519,45,8774,754,428,1450,920,9,9,149,862,150,0,510,1717,1577,1577,508,2186,587,1428,1597,2,756,438,990,149,607,45,0,0,0,0,0,0,0,0,0,0,0,0,8517,5,21525,11280,13550,7976,13495,111,13110,13110,11438,0,0,0,0,0,0,0,0,0,0,-9233,1043,-10255,88,8991,9316,1347,7970,8185,-1528,8748,1041,1420,1421,1421,6680,322,168,0,154,0,0,18,0,18,-18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0
217,31Oct1938,1482,126,124,419,122,81,0,0,216,381,122,81,0,0,178,124,124,0,0,0,94,94,0,36,18,0,0,0,0,0,0,0,0,350,0,350,0,0,7,0,0,0,22,100,733,800,4767,4731,4730,4000,0,0,0,0,4596,4644,4643,3772,449,526,0,0,12,334,346,69,277,91,27,20,20,161,161,0,23,0,334,338,410,72,128,169,0,77,49,38,49,4059,573,600,1373,846,10,10,46,960,200,0,269,1437,1333,1333,340,1033,568,711,464,1,320,424,287,144,176,306,0,0,0,0,0,0,0,0,0,0,0,0,6678,5,15430,10158,11466,3964,11393,111,11155,11155,7969,0,0,0,0,0,0,0,0,0,0,-7834,464,-8751,5,5889,6065,1609,4456,4596,-3078,5219,925,1659,1634,1634,5558,450,122,81,0,0,247,8,0,8,-8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
218,30Nov1938,1060,2,2,315,28,14,0,0,273,304,28,14,0,0,262,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467,0,467,0,114,132,169,169,169,187,0,348,800,3746,3723,3723,2500,0,0,0,0,3208,3302,3302,2869,194,218,0,0,1,180,181,6,175,7,2,22,5,14,14,0,0,0,180,184,191,7,91,151,34,23,0,0,34,2934,512,712,1368,696,10,10,10,852,200,0,834,3814,3622,3622,286,689,587,501,101,1,187,438,63,149,38,321,0,0,0,0,0,0,0,0,0,0,0,0,5695,0,13595,11280,9017,4577,8939,128,8732,8732,4940,440,4,0,0,0,436,0,0,0,0,-9250,-216,-10144,130,6558,6693,1730,4962,5092,-3725,5308,1034,1319,1331,1331,6680,323,28,14,0,0,281,140,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,31Dec1938,889,0,0,94,94,0,0,0,0,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,350,0,91,188,272,272,272,368,0,300,800,2272,2250,2250,1700,0,0,0,0,2400,2510,2510,2450,91,113,0,0,0,87,87,0,87,0,0,22,5,5,0,5,0,0,87,91,91,0,28,197,10,22,0,0,10,2492,485,704,932,358,11,10,10,543,200,0,958,1918,1826,1826,259,569,568,424,0,1,144,424,0,144,0,281,0,0,0,0,0,0,0,0,0,0,0,0,4978,5,13776,10747,9955,3821,9937,113,9725,9725,4759,259,0,0,0,0,259,0,0,0,0,-8915,534,-9825,96,4963,5100,1060,4040,4178,-4931,4518,979,1068,1108,1108,6147,113,98,15,0,0,0,69,0,69,31,0,0,0,0,31,31,0,0,0,0,0,0,0,0,0
220,31Jan1939,1213,0,0,24,24,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,350,0,58,102,168,168,168,199,14,324,800,1512,1499,1499,1700,0,0,0,0,2564,2685,2685,2299,19,32,0,0,0,7,7,0,7,0,0,26,0,0,0,0,0,0,7,19,19,0,15,189,8,13,0,0,8,2327,483,876,865,1355,11,10,10,816,200,0,424,1335,1236,1236,256,569,568,424,0,1,144,424,0,144,0,249,0,0,0,0,0,0,0,0,0,0,0,0,3087,5,10369,6803,7912,2457,7925,131,7972,7972,6495,1995,1995,0,0,0,0,0,0,0,0,-5092,1296,-5684,129,4157,4053,1122,2931,2840,-1542,4847,607,1080,1118,1118,3738,30,30,0,0,0,0,15,0,15,79,0,0,0,1,79,79,0,0,0,0,0,0,0,0,0
221,28Feb1939,1453,77,76,28,28,0,0,0,0,27,27,0,0,0,0,76,76,0,0,0,52,52,0,0,0,0,0,0,0,0,0,0,0,350,0,350,0,70,242,352,352,357,496,17,531,800,976,961,961,1700,0,0,0,0,2533,2677,2671,2152,70,121,0,17,4,7,29,29,0,47,10,26,0,67,67,0,10,0,7,18,51,33,16,186,9,51,0,18,9,2197,501,844,1049,794,14,11,11,792,200,0,572,1334,1222,1222,283,641,629,476,11,1,164,469,7,160,4,259,0,0,0,0,0,0,0,0,0,0,0,0,3213,5,13685,6877,10791,2895,10715,144,10717,10717,9910,1428,0,1428,0,0,0,0,0,0,0,-5000,1274,-5621,108,4825,4785,1363,3422,3369,-825,5449,621,1345,1354,1354,4388,30,30,0,0,0,0,0,0,0,80,0,0,0,1,80,80,0,0,0,0,0,0,0,0,0
222,31Mar1939,2465,107,105,0,0,0,0,0,0,0,0,0,0,0,0,105,105,0,0,0,62,62,0,0,0,0,0,0,0,0,0,0,0,1016,0,1016,0,42,90,228,228,228,273,9,443,800,1478,1436,1433,1700,0,0,0,0,3126,3454,3389,2566,635,1067,0,232,45,36,312,312,0,500,109,26,25,729,729,0,94,0,36,45,415,370,18,136,8,432,0,146,8,2798,267,1435,914,431,206,198,198,422,200,0,1766,893,810,810,263,607,568,447,37,1,159,424,23,144,14,35,0,0,0,0,0,0,0,0,0,0,0,0,3137,7,10760,4952,8251,2508,8223,148,8176,8176,9350,1834,0,0,132,1702,0,0,0,0,0,-3258,1186,-3731,44,4922,4906,1618,3288,3199,1190,5635,473,1604,1585,1585,3298,60,60,0,0,0,0,0,0,0,124,0,0,0,1,124,124,0,0,0,0,0,0,0,0,0
223,30Apr1939,3660,270,266,30,30,0,0,0,0,24,24,0,0,0,0,266,266,0,0,0,163,163,0,0,0,0,0,0,0,0,0,0,0,802,0,802,0,0,144,272,272,272,311,100,1464,700,4999,4971,4944,2708,0,0,0,0,3469,3618,3252,1402,4529,7068,0,303,302,374,2112,2112,0,2734,1557,28,9,4928,4928,0,628,1134,374,383,2304,1921,20,0,8,1405,0,990,8,2800,451,770,1094,593,29,25,119,647,200,0,2117,896,763,763,925,3365,587,2159,2776,1,1204,438,1721,149,1055,0,0,0,0,0,0,0,0,0,0,0,0,0,7422,5,11815,2111,9167,2648,9155,162,8715,8715,10925,1251,1251,0,0,0,0,0,0,0,0,-1145,-78,-1406,148,3941,4341,1445,2897,3167,2353,3419,262,1545,1532,1532,600,133,133,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
224,31May1939,1709,227,223,30,30,0,0,0,0,24,24,0,0,0,0,223,223,0,0,0,142,142,0,0,0,0,0,0,0,0,0,0,0,350,0,350,0,0,350,293,293,308,576,100,1607,700,6626,6599,6581,5277,0,0,0,0,5641,5727,5482,4830,3884,4734,39,104,202,1067,1412,1412,0,1828,1038,27,9,3295,3295,0,420,0,1106,1115,2400,1284,47,99,18,850,0,662,18,6004,700,205,1128,825,28,26,346,706,200,0,707,1233,1110,1110,651,2770,568,1788,2200,1,981,424,1364,144,836,0,0,0,0,0,0,0,0,0,0,0,0,0,7400,31,11841,1732,9190,2651,9124,143,8491,8491,10002,6002,4565,0,0,1269,0,0,168,168,0,-1038,313,-1251,59,3160,3627,1000,2626,2916,1689,3040,214,1117,1152,1152,600,123,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,30Jun1939,1113,292,287,30,30,0,0,0,0,21,21,0,0,0,0,287,287,0,0,0,174,174,0,0,0,0,0,0,0,0,0,0,0,350,0,350,0,0,421,358,358,377,718,100,1917,700,7316,7279,7255,5150,500,0,0,0,5385,5422,5079,4277,4977,6613,53,116,282,1045,1974,1974,0,2556,1441,32,23,4607,4607,0,587,478,1098,1115,2911,1796,69,0,25,1158,0,925,25,5257,763,212,1313,806,23,23,367,762,318,0,316,1583,1403,1403,751,4090,587,2609,3501,2,1479,438,2170,149,1330,0,0,0,0,0,0,0,0,0,0,0,0,0,9905,451,12345,4800,7630,4715,7530,167,6484,6484,4500,500,0,386,0,114,0,0,0,0,0,-4969,-1276,-5423,439,3974,4780,612,4168,4765,-1706,1987,454,819,546,546,2833,176,168,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,31Jul1939,1134,321,315,0,0,0,0,0,0,0,0,0,0,0,0,315,315,0,0,0,195,195,0,0,0,0,0,0,0,0,0,0,0,350,0,350,0,0,376,343,343,361,669,100,1961,700,10668,10606,10582,9330,492,0,0,0,9467,9462,9142,8307,4835,6184,48,68,264,1184,1843,1843,0,2387,1309,39,58,4301,4301,0,548,279,1232,1266,2943,1676,47,0,18,1069,0,864,18,8934,777,68,1469,728,12,12,380,680,150,0,255,1474,1294,1294,741,4062,568,2589,3492,2,1471,424,2165,144,1327,0,0,0,0,0,0,0,0,0,0,0,0,0,8838,208,16505,7570,10145,6361,10031,162,8969,8969,5492,492,0,320,0,172,0,0,0,0,0,-7826,-359,-8190,445,5396,6238,522,5716,6401,-3206,4261,684,741,490,490,5413,159,159,0,0,0,0,320,0,320,-124,124,124,0,0,0,0,0,0,0,0,0,0,0,0,0
